Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;angRate
23_03_21 12:25:42.173;0;I;1210;808;2100;4;;49553ebd;-0.04646805301308632
23_03_21 12:25:42.305;0;I;1210;808;2100;4;;a3c94cbd;-0.049996983259916306
23_03_21 12:25:42.434;0;I;1210;808;2100;4;;984ca73c;0.02042226493358612
23_03_21 12:25:42.566;0;I;1210;808;2100;4;;4932d2bc;-0.02565874345600605
23_03_21 12:25:42.694;0;I;1210;808;2100;4;;573e9abc;-0.018828554078936577
23_03_21 12:25:42.826;0;I;1210;808;2100;4;;3e3147bc;-0.012157736346125603
23_03_21 12:25:42.958;0;I;1210;808;2100;4;;d91c27bc;-0.010199748910963535
23_03_21 12:25:43.086;0;I;1210;808;2100;4;;a44567bc;-0.014115724712610245
23_03_21 12:25:43.215;0;I;1210;808;2100;4;;10606bbc;-0.014366164803504944
23_03_21 12:25:43.348;0;I;1210;808;2100;4;;a7ef2a3d;0.04173245653510094
23_03_21 12:25:43.477;0;I;1210;808;2100;4;;5038363d;0.04448729753494263
23_03_21 12:25:43.607;0;I;1210;808;2100;4;;95cd9abc;-0.018896857276558876
23_03_21 12:25:43.737;0;I;1210;808;2100;4;;01aa113d;0.03556251898407936
23_03_21 12:25:43.868;0;I;1210;808;2100;4;;7f0992bc;-0.01782679371535778
23_03_21 12:25:43.999;0;I;1210;808;2100;4;;b995a0bc;-0.019602643325924873
23_03_21 12:25:44.130;0;I;1210;808;2100;4;;470c8d3d;0.06887107342481613
23_03_21 12:25:44.262;0;I;1210;808;2100;4;;17aca7bc;-0.02046780101954937
23_03_21 12:25:44.389;0;I;1210;808;2100;4;;620198bc;-0.018555346876382828
23_03_21 12:25:44.519;0;I;1210;808;2100;4;;60b09b3d;0.0760200023651123
23_03_21 12:25:44.648;0;I;1210;808;2100;4;;980e9abc;-0.018805786967277527
23_03_21 12:25:44.777;0;I;1210;808;2100;4;;fda69fbc;-0.019488805904984474
23_03_21 12:25:44.908;0;I;1210;808;2100;4;;04299ebc;-0.019306667149066925
23_03_21 12:25:45.052;0;I;1210;808;2100;4;;3b74adbc;-0.021173587068915367
23_03_21 12:25:45.166;0;I;1210;808;2100;4;;cbda9cbc;-0.019147297367453575
23_03_21 12:25:45.296;0;I;1210;808;2100;4;;c7999dbc;-0.019238365814089775
23_03_21 12:25:45.426;0;I;1210;808;2100;4;;63b3f4bc;-0.029870694503188133
23_03_21 12:25:45.556;0;I;1210;808;2100;4;;d2fb21bd;-0.039546795189380646
23_03_21 12:25:45.683;0;I;1210;808;2100;4;;71bfbcbc;-0.02304050512611866
23_03_21 12:25:45.813;0;I;1210;808;2100;4;;16cf133d;0.03608616441488266
23_03_21 12:25:45.944;0;I;1210;808;2100;4;;b5d886bc;-0.016460755839943886
23_03_21 12:25:46.074;0;I;1210;808;2100;4;;ae5608bd;-0.03328578919172287
23_03_21 12:25:46.202;0;I;1210;808;2100;4;;dd1f993d;0.07476780563592911
23_03_21 12:25:46.332;0;I;1210;808;2100;4;;76d59d3d;0.0770673006772995
23_03_21 12:25:46.463;0;I;1210;808;2100;4;;086a9d3d;0.0768623948097229
23_03_21 12:25:46.593;0;I;1210;808;2100;4;;a04a403d;0.046946167945861816
23_03_21 12:25:46.721;0;I;1210;808;2100;4;;911001bc;-0.007877484895288944
23_03_21 12:25:46.850;0;I;1210;808;2100;4;;507e0ebc;-0.008697107434272766
23_03_21 12:25:46.980;0;I;1210;808;2100;4;;54b7c2bb;-0.005942264571785927
23_03_21 12:25:47.111;0;I;1210;808;2100;4;;a004e8bb;-0.007080629467964172
23_03_21 12:25:47.240;0;I;1210;808;2100;4;;3e6fd4bc;-0.0259319506585598
23_03_21 12:25:47.370;0;I;1210;808;2100;4;;37b713bc;-0.00901584979146719
23_03_21 12:25:47.499;0;I;1210;808;2100;4;;0dbe8bbd;-0.06823358684778214
23_03_21 12:25:47.628;0;I;1210;808;2100;4;;359cd93d;0.10625497251749039
23_03_21 12:25:47.757;0;I;1210;808;2100;4;;ce9f813c;0.01582327112555504
23_03_21 12:25:47.889;0;I;1210;808;2100;4;;e47660bd;-0.05480088293552399
23_03_21 12:25:48.017;0;I;1210;808;2100;4;;ce1b1cbd;-0.03811245411634445
23_03_21 12:25:48.147;0;I;1210;808;2100;4;;9071e13d;0.11007988452911377
23_03_21 12:25:48.276;0;I;1210;808;2100;4;;b995a03c;0.019602643325924873
23_03_21 12:25:48.406;0;I;1210;808;2100;4;;17aca73c;0.02046780101954937
23_03_21 12:25:48.537;0;I;1210;808;2100;4;;1325503c;0.012704151682555676
23_03_21 12:25:48.665;0;I;1210;808;2100;4;;bc142d3c;0.010564025491476059
23_03_21 12:25:48.795;0;I;1210;808;2100;4;;346e493b;0.003073585219681263
23_03_21 12:25:48.924;0;I;1210;808;2100;4;;9551803b;0.003915975335985422
23_03_21 12:25:49.055;0;I;1210;808;2100;4;;8f5e8bbd;-0.06805144995450974
23_03_21 12:25:49.183;0;I;1210;808;2100;4;;256acc3b;0.006238239351660013
23_03_21 12:25:49.313;0;I;1210;808;2100;4;;7fc3b93b;0.00566905690357089
23_03_21 12:25:49.444;0;I;1210;808;2100;4;;62bbbf3b;0.005851195193827152
23_03_21 12:25:49.573;0;I;1210;808;2100;4;;a00cb339;0.00034150946885347366
23_03_21 12:25:49.709;0;I;1210;808;2100;4;;4d3d8f39;0.000273207580903545
23_03_21 12:25:49.832;0;I;1210;808;2100;4;;f3dbd6b9;-0.0004098113568034023
23_03_21 12:25:49.961;0;I;1210;808;2100;4;;132d9b39;0.00029597486718557775
23_03_21 12:25:50.090;0;I;1210;808;2100;4;;4d3d0fbb;-0.00218566064722836
23_03_21 12:25:50.220;0;I;1210;808;2100;4;;9ccbb33d;0.08779069781303406
23_03_21 12:25:50.349;0;I;1210;808;2100;4;;873d6dbb;-0.003620000323280692
23_03_21 12:25:50.479;0;I;1210;808;2100;4;;1743e3bd;-0.11096780747175217
23_03_21 12:25:50.608;0;I;1210;808;2100;4;;911081bc;-0.01575496979057789
23_03_21 12:25:50.739;0;I;1210;808;2100;4;;a00cb3bc;-0.021856606006622314
23_03_21 12:25:50.870;0;I;1210;808;2100;4;;4272c6bc;-0.024224404245615005
23_03_21 12:25:51.000;0;I;1210;808;2100;4;;457d033d;0.032101888209581375
23_03_21 12:25:51.131;0;I;1210;808;2100;4;;b0468b3d;0.06800591945648193
23_03_21 12:25:51.261;0;I;1210;808;2100;4;;3969893d;0.06709522753953934
23_03_21 12:25:51.391;0;I;1210;808;2100;4;;5874dcbc;-0.026910945773124695
23_03_21 12:25:51.524;0;I;1210;808;2100;4;;62bbbfbc;-0.02340478077530861
23_03_21 12:25:51.653;0;I;1210;808;2100;4;;b995a0bc;-0.019602643325924873
23_03_21 12:25:51.782;0;I;1210;808;2100;4;;7ca10d3e;0.13831132650375366
23_03_21 12:25:51.916;0;I;1210;808;2100;4;;346ec9bc;-0.024588681757450104
23_03_21 12:25:52.044;0;I;1210;808;2100;4;;950ba8bc;-0.02051333524286747
23_03_21 12:25:52.176;0;I;1210;808;2100;4;;7bc892bc;-0.01791786216199398
23_03_21 12:25:52.306;0;I;1210;808;2100;4;;fa27133d;0.03592679649591446
23_03_21 12:25:52.436;0;I;1210;808;2100;4;;9f528bbc;-0.017007170245051384
23_03_21 12:25:52.566;0;I;1210;808;2100;4;;42b81ebd;-0.03874994069337845
23_03_21 12:25:52.695;0;I;1210;808;2100;4;;d6d3dcbc;-0.026956479996442795
23_03_21 12:25:52.826;0;I;1210;808;2100;4;;3428f13c;0.029438115656375885
23_03_21 12:25:52.957;0;I;1210;808;2100;4;;fda61fbd;-0.03897761180996895
23_03_21 12:25:53.084;0;I;1210;808;2100;4;;119e113e;0.14220453798770905
23_03_21 12:25:53.215;0;I;1210;808;2100;4;;cb4eecbc;-0.028846165165305138
23_03_21 12:25:53.346;0;I;1210;808;2100;4;;2927e6bc;-0.02809484489262104
23_03_21 12:25:53.475;0;I;1210;808;2100;4;;e4d7d9bc;-0.026592202484607697
23_03_21 12:25:53.603;0;I;1210;808;2100;4;;3bd526bd;-0.04073069617152214
23_03_21 12:25:53.733;0;I;1210;808;2100;4;;54335d3d;0.05400402843952179
23_03_21 12:25:53.863;0;I;1210;808;2100;4;;6d38653d;0.05596201494336128
23_03_21 12:25:53.994;0;I;1210;808;2100;4;;219211bd;-0.03553975000977516
23_03_21 12:25:54.121;0;I;1210;808;2100;4;;138e14be;-0.14507322013378143
23_03_21 12:25:54.252;0;I;1210;808;2100;4;;7b0620bd;-0.03906868025660515
