Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;torque
23_03_21 12:25:30.093;0;I;1210;808;2101;4;;905decb5;-1.7610600480111316e-06
23_03_21 12:25:30.179;0;I;1210;808;2101;4;;a73b0fb6;-2.1343382741179084e-06
23_03_21 12:25:30.310;0;I;1210;808;2101;4;;0252f7b5;-1.8426801489113132e-06
23_03_21 12:25:30.441;0;I;1210;808;2101;4;;59144836;2.981416628244915e-06
23_03_21 12:25:30.573;0;I;1210;808;2101;4;;45e73d35;7.074452810229559e-07
23_03_21 12:25:30.703;0;I;1210;808;2101;4;;2161c3b5;-1.4556900396200945e-06
23_03_21 12:25:30.836;0;I;1210;808;2101;4;;c7c3adb5;-1.294648313887592e-06
23_03_21 12:25:30.970;0;I;1210;808;2101;4;;27aa6fb5;-8.928204238145554e-07
23_03_21 12:25:31.098;0;I;1210;808;2101;4;;8e1714b5;-5.51685729988094e-07
23_03_21 12:25:31.230;0;I;1210;808;2101;4;;fe4eaeb4;-3.2467499977428815e-07
23_03_21 12:25:31.363;0;I;1210;808;2101;4;;f65276b4;-2.2940716348784917e-07
23_03_21 12:25:31.494;0;I;1210;808;2101;4;;e230e8b6;-6.919829502294306e-06
23_03_21 12:25:31.625;0;I;1210;808;2101;4;;c50fdcb4;-4.098966712717811e-07
23_03_21 12:25:31.756;0;I;1210;808;2101;4;;217ecfb4;-3.864852544666064e-07
23_03_21 12:25:31.888;0;I;1210;808;2101;4;;8dacf236;7.232249572552973e-06
23_03_21 12:25:32.022;0;I;1210;808;2101;4;;20e369b5;-8.712977432878688e-07
23_03_21 12:25:32.151;0;I;1210;808;2101;4;;36cd5136;3.126287538179895e-06
23_03_21 12:25:32.283;0;I;1210;808;2101;4;;8485bab6;-5.5587752285646275e-06
23_03_21 12:25:32.415;0;I;1210;808;2101;4;;3da976b5;-9.188841545437754e-07
23_03_21 12:25:32.548;0;I;1210;808;2101;4;;c5ea8436;3.961237325711409e-06
23_03_21 12:25:32.678;0;I;1210;808;2101;4;;d5afebb5;-1.7560038259034627e-06
23_03_21 12:25:32.812;0;I;1210;808;2101;4;;a71581b5;-9.617550631446647e-07
23_03_21 12:25:32.943;0;I;1210;808;2101;4;;a91d4d36;3.05646449305641e-06
23_03_21 12:25:33.074;0;I;1210;808;2101;4;;e6e6bbb5;-1.3999786006024806e-06
23_03_21 12:25:33.205;0;I;1210;808;2101;4;;95874c36;3.047728796445881e-06
23_03_21 12:25:33.338;0;I;1210;808;2101;4;;8740b7b6;-5.461336968437536e-06
23_03_21 12:25:33.470;0;I;1210;808;2101;4;;3d0d6035;8.34657669201988e-07
23_03_21 12:25:33.600;0;I;1210;808;2101;4;;b5a009b5;-5.127033659846347e-07
23_03_21 12:25:33.733;0;I;1210;808;2101;4;;f7bd21b5;-6.025360903549881e-07
23_03_21 12:25:33.866;0;I;1210;808;2101;4;;667df1b4;-4.498098746807955e-07
23_03_21 12:25:33.998;0;I;1210;808;2101;4;;7a5a1eb5;-5.899124744246365e-07
23_03_21 12:25:34.129;0;I;1210;808;2101;4;;c08537b5;-6.836744432803243e-07
23_03_21 12:25:34.261;0;I;1210;808;2101;4;;88a035b5;-6.766135811631102e-07
23_03_21 12:25:34.394;0;I;1210;808;2101;4;;96fb0eb5;-5.32652279616741e-07
23_03_21 12:25:34.527;0;I;1210;808;2101;4;;5b5bc035;1.4331702686831704e-06
23_03_21 12:25:34.658;0;I;1210;808;2101;4;;ea6ae6b4;-4.291862865102303e-07
23_03_21 12:25:34.789;0;I;1210;808;2101;4;;89fb8636;4.022793746116804e-06
23_03_21 12:25:34.922;0;I;1210;808;2101;4;;b2c93cb5;-7.032896292002988e-07
23_03_21 12:25:35.054;0;I;1210;808;2101;4;;937b8fb4;-2.672573771178577e-07
23_03_21 12:25:35.186;0;I;1210;808;2101;4;;edd13cb5;-7.034093982838385e-07
23_03_21 12:25:35.315;0;I;1210;808;2101;4;;01426236;3.3715043628035346e-06
23_03_21 12:25:35.446;0;I;1210;808;2101;4;;b0b31db5;-5.874853741261177e-07
23_03_21 12:25:35.578;0;I;1210;808;2101;4;;493fe8b4;-4.32594134736064e-07
23_03_21 12:25:35.714;0;I;1210;808;2101;4;;0b981336;2.1993207610648824e-06
23_03_21 12:25:35.841;0;I;1210;808;2101;4;;c3d8edb4;-4.4302404944573937e-07
23_03_21 12:25:35.973;0;I;1210;808;2101;4;;3a45bbb5;-1.3952733297628583e-06
23_03_21 12:25:36.103;0;I;1210;808;2101;4;;39905736;3.2121445201482857e-06
23_03_21 12:25:36.234;0;I;1210;808;2101;4;;4fac19b5;-5.72476835714042e-07
23_03_21 12:25:36.364;0;I;1210;808;2101;4;;dd95b8b4;-3.4381710634079354e-07
23_03_21 12:25:36.496;0;I;1210;808;2101;4;;ad82f6b4;-4.5916149815639073e-07
23_03_21 12:25:36.628;0;I;1210;808;2101;4;;d28f03b5;-4.90105890094128e-07
23_03_21 12:25:36.758;0;I;1210;808;2101;4;;1fa8a1b5;-1.204436443913437e-06
23_03_21 12:25:36.889;0;I;1210;808;2101;4;;ca45a6b5;-1.2388275081320899e-06
23_03_21 12:25:37.023;0;I;1210;808;2101;4;;072919b6;-2.2822657683718717e-06
23_03_21 12:25:37.154;0;I;1210;808;2101;4;;be69d8b5;-1.612402911632671e-06
23_03_21 12:25:37.285;0;I;1210;808;2101;4;;3874d536;6.361424311762676e-06
23_03_21 12:25:37.416;0;I;1210;808;2101;4;;9efcb5b5;-1.3559072158386698e-06
23_03_21 12:25:37.547;0;I;1210;808;2101;4;;d0e67cb5;-9.421319191460498e-07
23_03_21 12:25:37.680;0;I;1210;808;2101;4;;1fa187b5;-1.0105176215802203e-06
23_03_21 12:25:37.808;0;I;1210;808;2101;4;;08224a36;3.012015440617688e-06
23_03_21 12:25:37.939;0;I;1210;808;2101;4;;6a535eb5;-8.282282806248986e-07
23_03_21 12:25:38.071;0;I;1210;808;2101;4;;447b68b5;-8.660611001687357e-07
23_03_21 12:25:38.201;0;I;1210;808;2101;4;;61ad1b36;2.3197719656309346e-06
23_03_21 12:25:38.331;0;I;1210;808;2101;4;;b97676b5;-9.181490554510674e-07
23_03_21 12:25:38.463;0;I;1210;808;2101;4;;63bbc435;1.465767468289414e-06
23_03_21 12:25:38.594;0;I;1210;808;2101;4;;ddb59634;2.807200019105949e-07
23_03_21 12:25:38.724;0;I;1210;808;2101;4;;5fe1a8b5;-1.2582567023855518e-06
