Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;direction.x;direction.y;direction.z;invalidFlag;mcuTemperature
23_03_14 14:32:53.107;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011c;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;28
23_03_14 14:32:53.108;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:53.204;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:53.304;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:53.404;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011c;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;28
23_03_14 14:32:53.504;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:53.605;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:53.703;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:53.805;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:53.904;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:54.005;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:54.104;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:54.205;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:54.304;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:54.404;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:54.504;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:54.604;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:54.704;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:54.806;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:54.905;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:55.006;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:55.106;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:55.205;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011c;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;28
23_03_14 14:32:55.304;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:55.406;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:55.506;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011c;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;28
23_03_14 14:32:55.604;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:55.704;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:55.804;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:55.904;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:56.005;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:56.104;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:56.205;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:56.303;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:56.404;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011c;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;28
23_03_14 14:32:56.504;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:56.605;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:56.704;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:56.805;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:56.905;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:57.003;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:57.105;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011c;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;28
23_03_14 14:32:57.206;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:57.304;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:57.407;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:57.507;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:57.604;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:57.706;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:57.807;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011c;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;28
23_03_14 14:32:57.904;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:58.006;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:58.106;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:58.204;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:58.306;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:58.403;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:58.504;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:58.604;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:58.704;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:58.804;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:58.905;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:59.006;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:59.104;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:59.205;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:59.306;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011a;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;26
23_03_14 14:32:59.405;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:59.506;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:59.606;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:59.706;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:59.806;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
23_03_14 14:32:59.906;0;I;C10;808;22A6;26;;72616daba231d63faddc9e8e1559c5bfd58de9303689ed3f011b;0.3467795061201492;-0.16678113426107669;0.9229994731253394;True;27
