Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data
23_02_21 12:31:09.826;47515;O;1;1220;21B5;0;ERR;
23_02_21 12:41:11.166;66580;O;1;1220;21B5;0;ERR;
23_02_21 12:43:37.466;70690;O;1;1220;21B5;0;ERR;
23_02_21 12:48:32.788;71258;O;1;1220;21B5;0;ERR;
