Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;msg_id
23_03_21 11:28:56.664;0;I;1210;1;1920;2;;b021;8624
23_03_21 11:30:01.021;51983;I;1210;1;1920;2;;b021;8624
23_03_21 11:31:17.365;53726;I;1210;1;1920;2;;b021;8624
23_03_21 11:33:48.808;55795;I;1210;1;1920;2;;b521;8629
