Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;angularRate
23_02_14 11:37:34.949;12945;I;1220;808;2100;4;;4e5b2943;169.35665893554688
23_02_14 11:37:35.079;12945;I;1220;808;2100;4;;ecf02243;162.94110107421875
23_02_14 11:37:35.209;12945;I;1220;808;2100;4;;15381e43;158.2190704345703
23_02_14 11:37:35.340;12945;I;1220;808;2100;4;;58081943;153.0325927734375
23_02_14 11:37:35.470;12945;I;1220;808;2100;4;;c3571543;149.3428192138672
23_02_14 11:37:35.601;12945;I;1220;808;2100;4;;851b1043;144.1074981689453
23_02_14 11:37:35.734;12945;I;1220;808;2100;4;;2a280a43;138.15689086914062
23_02_14 11:37:35.863;12945;I;1220;808;2100;4;;77a40643;134.64244079589844
23_02_14 11:37:35.993;12945;I;1220;808;2100;4;;b1c90043;128.78785705566406
23_02_14 11:37:36.124;12945;I;1220;808;2100;4;;29e2f542;122.94171905517578
23_02_14 11:37:36.255;12945;I;1220;808;2100;4;;6480ef42;119.75076293945312
23_02_14 11:37:36.384;12945;I;1220;808;2100;4;;449de942;116.80715942382812
23_02_14 11:37:36.517;12945;I;1220;808;2100;4;;7645db42;109.63566589355469
23_02_14 11:37:36.647;12945;I;1220;808;2100;4;;1b31d342;105.59590911865234
23_02_14 11:37:36.776;12945;I;1220;808;2100;4;;bbeac942;100.95845794677734
23_02_14 11:37:36.906;12945;I;1220;808;2100;4;;e8cac242;97.39630126953125
23_02_14 11:37:37.035;12945;I;1220;808;2100;4;;9b7bb742;91.74141693115234
23_02_14 11:37:37.165;12945;I;1220;808;2100;4;;a5b7ae42;87.35868072509766
23_02_14 11:37:37.294;12945;I;1220;808;2100;4;;d272a642;83.22425842285156
23_02_14 11:37:37.426;12945;I;1220;808;2100;4;;8ea29942;76.81748962402344
23_02_14 11:37:37.553;12945;I;1220;808;2100;4;;a4989242;73.29812622070312
23_02_14 11:37:37.684;12945;I;1220;808;2100;4;;106f8c42;70.2169189453125
23_02_14 11:37:37.813;12945;I;1220;808;2100;4;;23018342;65.5022201538086
23_02_14 11:37:37.943;12945;I;1220;808;2100;4;;86686242;56.602073669433594
23_02_14 11:37:38.072;12945;I;1220;808;2100;4;;643c5f42;55.80897521972656
23_02_14 11:37:38.202;12945;I;1220;808;2100;4;;74655742;53.84907531738281
23_02_14 11:37:38.331;12945;I;1220;808;2100;4;;63133942;46.2689323425293
23_02_14 11:37:38.465;12945;I;1220;808;2100;4;;7e931a42;38.64403533935547
23_02_14 11:37:38.590;12945;I;1220;808;2100;4;;e80cfc41;31.506301879882812
23_02_14 11:37:38.720;12945;I;1220;808;2100;4;;3e7ce041;28.060665130615234
23_02_14 11:37:38.849;12945;I;1220;808;2100;4;;a602d441;26.501293182373047
23_02_14 11:37:38.979;12945;I;1220;808;2100;4;;79eaca41;25.36448860168457
23_02_14 11:37:39.110;12945;I;1220;808;2100;4;;bb23c541;24.642446517944336
23_02_14 11:37:39.240;12945;I;1220;808;2100;4;;8fdfa641;20.859159469604492
23_02_14 11:37:39.369;12945;I;1220;808;2100;4;;0fb07841;15.542983055114746
23_02_14 11:37:39.500;12945;I;1220;808;2100;4;;1b2ffd40;7.9120001792907715
23_02_14 11:37:39.630;12945;I;1220;808;2100;4;;8ea6a33e;0.31963008642196655
23_02_14 11:37:39.760;12945;I;1220;808;2100;4;;278776c0;-3.851999044418335
23_02_14 11:37:39.892;12945;I;1220;808;2100;4;;ce9da8c0;-5.26926326751709
23_02_14 11:37:40.021;12945;I;1220;808;2100;4;;439a9cc0;-4.8938307762146
23_02_14 11:37:40.152;12945;I;1220;808;2100;4;;11534fc0;-3.2394449710845947
23_02_14 11:37:40.281;12945;I;1220;808;2100;4;;688aa8bf;-1.3167238235473633
23_02_14 11:37:40.412;12945;I;1220;808;2100;4;;7179e43d;0.11155975610017776
23_02_14 11:37:40.543;12945;I;1220;808;2100;4;;0d1f85bd;-0.06500063091516495
23_02_14 11:37:40.672;12945;I;1220;808;2100;4;;ab89d83c;0.026432832702994347
23_02_14 11:37:40.803;12945;I;1220;808;2100;4;;ae10b0bc;-0.021492328494787216
23_02_14 11:37:40.934;12945;I;1220;808;2100;4;;4447a83e;0.3286687135696411
23_02_14 11:37:41.064;12945;I;1220;808;2100;4;;677c0bbe;-0.13621674478054047
23_02_14 11:37:41.194;12945;I;1220;808;2100;4;;bc142dbc;-0.010564025491476059
23_02_14 11:37:41.324;12945;I;1220;808;2100;4;;78fbe2bd;-0.11083120107650757
23_02_14 11:37:41.455;12945;I;1220;808;2100;4;;aab40fbd;-0.035084404051303864
23_02_14 11:37:41.592;12945;I;1220;808;2100;4;;fe9ed4bd;-0.103818878531456
23_02_14 11:37:41.715;12945;I;1220;808;2100;4;;b1f880bd;-0.06297434121370316
23_02_14 11:37:41.844;12945;I;1220;808;2100;4;;eb1bcbbd;-0.09917434304952621
23_02_14 11:37:41.972;12945;I;1220;808;2100;4;;088d093d;0.03358176350593567
23_02_14 11:37:42.101;12945;I;1220;808;2100;4;;830439bc;-0.011292579583823681
23_02_14 11:37:42.230;12945;I;1220;808;2100;4;;864538bc;-0.011247044429183006
23_02_14 11:37:42.360;12945;I;1220;808;2100;4;;427a113d;0.03551698476076126
23_02_14 11:37:42.488;12945;I;1220;808;2100;4;;8fb7b9bd;-0.09068214148283005
23_02_14 11:37:42.617;12945;I;1220;808;2100;4;;66e11d3d;0.03854503482580185
23_02_14 11:37:42.747;12945;I;1220;808;2100;4;;bdd2863e;0.2633265554904938
23_02_14 11:37:42.877;12945;I;1220;808;2100;4;;9902b63e;0.3554885685443878
23_02_14 11:37:43.006;12945;I;1220;808;2100;4;;06fca6be;-0.3261415362358093
23_02_14 11:37:43.134;12945;I;1220;808;2100;4;;9c118c3c;0.017098240554332733
23_02_14 11:37:43.264;12945;I;1220;808;2100;4;;b3c5173e;0.14821510016918182
23_02_14 11:37:43.394;12945;I;1220;808;2100;4;;8c534ebe;-0.201490581035614
23_02_14 11:37:43.524;12945;I;1220;808;2100;4;;66f4f3bb;-0.007444906048476696
23_02_14 11:37:43.654;12945;I;1220;808;2100;4;;d4c06dbe;-0.2321808934211731
23_02_14 11:37:43.783;12945;I;1220;808;2100;4;;1a69c1bc;-0.023609686642885208
23_02_14 11:37:43.915;12945;I;1220;808;2100;4;;132d1bbd;-0.03788478299975395
23_02_14 11:37:44.043;12945;I;1220;808;2100;4;;3febee3c;0.029164908453822136
23_02_14 11:37:44.172;12945;I;1220;808;2100;4;;a3f4033d;0.032215725630521774
23_02_14 11:37:44.302;12945;I;1220;808;2100;4;;216fa5bc;-0.02019459195435047
23_02_14 11:37:44.431;12945;I;1220;808;2100;4;;7484a1bc;-0.019716478884220123
23_02_14 11:37:44.561;12945;I;1220;808;2100;4;;29b3163d;0.036791954189538956
23_02_14 11:37:44.690;12945;I;1220;808;2100;4;;3466fe3b;0.00776364840567112
23_02_14 11:37:44.820;12945;I;1220;808;2100;4;;37332ebc;-0.010632327757775784
23_02_14 11:37:44.950;12945;I;1220;808;2100;4;;cbfd083d;0.03344516083598137
23_02_14 11:37:45.079;12945;I;1220;808;2100;4;;cb33cbbd;-0.09921988099813461
23_02_14 11:37:45.210;12945;I;1220;808;2100;4;;7028013d;0.03153270483016968
23_02_14 11:37:45.340;12945;I;1220;808;2100;4;;4be4c7bd;-0.09760340303182602
23_02_14 11:37:45.469;12945;I;1220;808;2100;4;;3bb2babc;-0.02279006503522396
23_02_14 11:37:45.611;12945;I;1220;808;2100;4;;663accbd;-0.09972076117992401
23_02_14 11:37:45.729;12945;I;1220;808;2100;4;;f2c8003d;0.03144163638353348
23_02_14 11:37:45.857;12945;I;1220;808;2100;4;;3eb52c3d;0.042165033519268036
23_02_14 11:37:45.989;12945;I;1220;808;2100;4;;dde10b3d;0.034150946885347366
23_02_14 11:37:46.118;12945;I;1220;808;2100;4;;05672b3d;0.041846293956041336
23_02_14 11:37:46.247;12945;I;1220;808;2100;4;;579f133d;0.03604063019156456
23_02_14 11:37:46.377;12945;I;1220;808;2100;4;;58f841bb;-0.0029597487300634384
23_02_14 11:37:46.507;12945;I;1220;808;2100;4;;577c27bc;-0.010222516022622585
23_02_14 11:37:46.636;12945;I;1220;808;2100;4;;7af3b0bd;-0.08640189468860626
23_02_14 11:37:46.765;12945;I;1220;808;2100;4;;d292ddbb;-0.006761887110769749
23_02_14 11:37:46.895;12945;I;1220;808;2100;4;;c0552cbc;-0.010518491268157959
23_02_14 11:37:47.024;12945;I;1220;808;2100;4;;5f3c333d;0.04375874623656273
23_02_14 11:37:47.155;12945;I;1220;808;2100;4;;d2392f3d;0.04277975112199783
23_02_14 11:37:47.283;12945;I;1220;808;2100;4;;0c27373d;0.044714972376823425
23_02_14 11:37:47.414;12945;I;1220;808;2100;4;;dde10bbc;-0.008537736721336842
23_02_14 11:37:47.544;12945;I;1220;808;2100;4;;d049acbd;-0.08412516117095947
23_02_14 11:37:47.673;12945;I;1220;808;2100;4;;74003cbb;-0.002868679352104664
23_02_14 11:37:47.804;12945;I;1220;808;2100;4;;2cae3d3d;0.04630868136882782
23_02_14 11:37:47.934;12945;I;1220;808;2100;4;;83a33f3d;0.04678679630160332
23_02_14 11:37:48.065;12945;I;1220;808;2100;4;;213118bb;-0.0023222642485052347
23_02_14 11:37:48.195;12945;I;1220;808;2100;4;;562babbd;-0.08357875049114227
23_02_14 11:37:48.326;12945;I;1220;808;2100;4;;62bb3f3d;0.04680956155061722
23_02_14 11:37:48.455;12945;I;1220;808;2100;4;;81d6a8bd;-0.08244038373231888
23_02_14 11:37:48.586;12945;I;1220;808;2100;4;;0cc63d3d;0.04633145034313202
23_02_14 11:37:48.717;12945;I;1220;808;2100;4;;421998bd;-0.07426692545413971
23_02_14 11:37:48.848;12945;I;1220;808;2100;4;;6d1d443d;0.047879625111818314
23_02_14 11:37:48.978;12945;I;1220;808;2100;4;;ae10b0ba;-0.001343270530924201
23_02_14 11:37:49.109;12945;I;1220;808;2100;4;;8a8e82bb;-0.003984277136623859
23_02_14 11:37:49.240;12945;I;1220;808;2100;4;;e17b393d;0.04528415575623512
23_02_14 11:37:49.370;12945;I;1220;808;2100;4;;b28f3c3d;0.04603547602891922
23_02_14 11:37:49.501;12945;I;1220;808;2100;4;;37b793bd;-0.07212679833173752
23_02_14 11:37:49.632;12945;I;1220;808;2100;4;;b98d553d;0.0521371103823185
23_02_14 11:37:49.762;12945;I;1220;808;2100;4;;60b09bbd;-0.0760200023651123
23_02_14 11:37:49.892;12945;I;1220;808;2100;4;;4d3d8fb8;-6.830189522588626e-05
23_02_14 11:37:50.022;12945;I;1220;808;2100;4;;cb71583d;0.052842896431684494
23_02_14 11:37:50.162;12945;I;1220;808;2100;4;;29c66c3d;0.057806167751550674
23_02_14 11:37:50.283;12945;I;1220;808;2100;4;;ae339cbd;-0.0762704461812973
23_02_14 11:37:50.413;12945;I;1220;808;2100;4;;e9d299bd;-0.07510931044816971
23_02_14 11:37:50.544;12945;I;1220;808;2100;4;;c5a99abd;-0.0755191221833229
23_02_14 11:37:50.673;12945;I;1220;808;2100;4;;294a523d;0.0513402558863163
23_02_14 11:37:50.804;12945;I;1220;808;2100;4;;8645383d;0.044988177716732025
23_02_14 11:37:50.932;12945;I;1220;808;2100;4;;e4bc383d;0.045102015137672424
23_02_14 11:37:51.063;12945;I;1220;808;2100;4;;efe02f3d;0.04293912276625633
23_02_14 11:37:51.191;12945;I;1220;808;2100;4;;3bf8123d;0.03588126227259636
23_02_14 11:37:51.322;12945;I;1220;808;2100;4;;e4630a3d;0.03378666937351227
23_02_14 11:37:51.451;12945;I;1220;808;2100;4;;507e0e3d;0.034788429737091064
23_02_14 11:37:51.582;12945;I;1220;808;2100;4;;c7fa163d;0.036860253661870956
23_02_14 11:37:51.711;12945;I;1220;808;2100;4;;5b418cbb;-0.004280251916497946
23_02_14 11:37:51.839;12945;I;1220;808;2100;4;;8365323d;0.04355384036898613
23_02_14 11:37:51.970;12945;I;1220;808;2100;4;;cb18aa3a;0.0012977359583601356
23_02_14 11:37:52.099;12945;I;1220;808;2100;4;;9c6a3a3d;0.04551182687282562
23_02_14 11:37:52.233;12945;I;1220;808;2100;4;;b2b2283d;0.04118604212999344
23_02_14 11:37:52.358;12945;I;1220;808;2100;4;;15fab1bd;-0.08690277487039566
23_02_14 11:37:52.488;12945;I;1220;808;2100;4;;fae905bc;-0.008173460140824318
23_02_14 11:37:52.620;12945;I;1220;808;2100;4;;3543abbd;-0.08362428098917007
23_02_14 11:37:52.749;12945;I;1220;808;2100;4;;f7d6fdbc;-0.03098629228770733
23_02_14 11:37:52.879;12945;I;1220;808;2100;4;;0fec9bbc;-0.019033459946513176
23_02_14 11:37:53.010;12945;I;1220;808;2100;4;;34ea63bc;-0.013910818845033646
23_02_14 11:37:53.141;12945;I;1220;808;2100;4;;aa53163d;0.03670088201761246
23_02_14 11:37:53.271;12945;I;1220;808;2100;4;;8dac153d;0.03654151037335396
23_02_14 11:37:53.401;12945;I;1220;808;2100;4;;01e053bc;-0.012931824661791325
23_02_14 11:37:53.532;12945;I;1220;808;2100;4;;49be82bc;-0.015959875658154488
23_02_14 11:37:53.661;12945;I;1220;808;2100;4;;c283bc3d;0.09204818308353424
23_02_14 11:37:53.793;12945;I;1220;808;2100;4;;3466febd;-0.12421837449073792
23_02_14 11:37:53.924;12945;I;1220;808;2100;4;;ae1030bb;-0.002686541061848402
23_02_14 11:37:54.054;12945;I;1220;808;2100;4;;988ab4bd;-0.08815497159957886
23_02_14 11:37:54.185;12945;I;1220;808;2100;4;;37b713bc;-0.00901584979146719
23_02_14 11:37:54.317;12945;I;1220;808;2100;4;;6d02a3bd;-0.07959447056055069
23_02_14 11:37:54.446;12945;I;1220;808;2100;4;;f6a03b3d;0.04580780118703842
23_02_14 11:37:54.579;12945;I;1220;808;2100;4;;71b7f13a;0.0018441510619595647
23_02_14 11:37:54.710;12945;I;1220;808;2100;4;;b9d32d3d;0.042438242584466934
23_02_14 11:37:54.840;12945;I;1220;808;2100;4;;1aca3a3d;0.04560289531946182
23_02_14 11:37:54.970;12945;I;1220;808;2100;4;;a00c33bb;-0.0027320757508277893
23_02_14 11:37:55.102;12945;I;1220;808;2100;4;;05824c3d;0.049928683787584305
23_02_14 11:37:55.236;12945;I;1220;808;2100;4;;e45b3f3d;0.04671849310398102
23_02_14 11:37:55.364;12945;I;1220;808;2100;4;;055f603d;0.054778117686510086
23_02_14 11:37:55.495;12945;I;1220;808;2100;4;;35a4a4bd;-0.08039132505655289
23_02_14 11:37:55.627;12945;I;1220;808;2100;4;;cd69a6bd;-0.08125648647546768
23_02_14 11:37:55.758;12945;I;1220;808;2100;4;;543ba8bd;-0.08214440941810608
23_02_14 11:37:55.888;12945;I;1220;808;2100;4;;dd5d263d;0.04061685875058174
23_02_14 11:37:56.020;12945;I;1220;808;2100;4;;21d01e3d;0.03877270594239235
23_02_14 11:37:56.151;12945;I;1220;808;2100;4;;7fa8183d;0.037270065397024155
23_02_14 11:37:56.282;12945;I;1220;808;2100;4;;58f0f63c;0.030143901705741882
23_02_14 11:37:56.413;12945;I;1220;808;2100;4;;3058013d;0.031578242778778076
23_02_14 11:37:56.544;12945;I;1220;808;2100;4;;83889ebc;-0.019352203235030174
23_02_14 11:37:56.675;12945;I;1220;808;2100;4;;5f72f53c;0.029961762949824333
23_02_14 11:37:56.805;12945;I;1220;808;2100;4;;86ec093d;0.03367283195257187
23_02_14 11:37:56.938;12945;I;1220;808;2100;4;;a712173d;0.036883022636175156
23_02_14 11:37:57.070;12945;I;1220;808;2100;4;;138e143d;0.03626830503344536
23_02_14 11:37:57.201;12945;I;1220;808;2100;4;;7b8a05bc;-0.008150692097842693
23_02_14 11:37:57.333;12945;I;1220;808;2100;4;;0c0c163d;0.03663258254528046
23_02_14 11:37:57.465;12945;I;1220;808;2100;4;;b9d32dbc;-0.010609560646116734
23_02_14 11:37:57.600;12945;I;1220;808;2100;4;;6dfa57bc;-0.013182264752686024
23_02_14 11:37:57.728;12945;I;1220;808;2100;4;;1a2b343d;0.04398641735315323
23_02_14 11:37:57.860;12945;I;1220;808;2100;4;;fd223a3d;0.04544352367520332
23_02_14 11:37:57.990;12945;I;1220;808;2100;4;;aeaf363d;0.044601134955883026
23_02_14 11:37:58.122;12945;I;1220;808;2100;4;;83fcedbb;-0.007262767758220434
23_02_14 11:37:58.254;12945;I;1220;808;2100;4;;15bca4bd;-0.08043686300516129
23_02_14 11:37:58.385;12945;I;1220;808;2100;4;;753e493d;0.04913182929158211
23_02_14 11:37:58.516;12945;I;1220;808;2100;4;;7fc3393d;0.04535245522856712
23_02_14 11:37:58.648;12945;I;1220;808;2100;4;;1e2e263d;0.04057132452726364
23_02_14 11:37:58.779;12945;I;1220;808;2100;4;;7b67193d;0.037452202290296555
23_02_14 11:37:58.912;12945;I;1220;808;2100;4;;016c84bc;-0.016164781525731087
23_02_14 11:37:59.043;12945;I;1220;808;2100;4;;78e80c3d;0.034401386976242065
23_02_14 11:37:59.175;12945;I;1220;808;2100;4;;cbf5bdbd;-0.09275396913290024
23_02_14 11:37:59.307;12945;I;1220;808;2100;4;;277dbbbd;-0.09154730290174484
23_02_14 11:37:59.437;12945;I;1220;808;2100;4;;0fae0e3d;0.034833963960409164
23_02_14 11:37:59.569;12945;I;1220;808;2100;4;;57000d3d;0.034424152225255966
23_02_14 11:37:59.701;12945;I;1220;808;2100;4;;fac6193d;0.03754327446222305
23_02_14 11:37:59.832;12945;I;1220;808;2100;4;;10e4d0bb;-0.006374843418598175
23_02_14 11:37:59.965;12945;I;1220;808;2100;4;;d86ab1bd;-0.08662956953048706
23_02_14 11:38:00.099;12945;I;1220;808;2100;4;;e47e2b3d;0.04186905920505524
23_02_14 11:38:00.227;12945;I;1220;808;2100;4;;a445e7bb;-0.007057862356305122
23_02_14 11:38:00.359;12945;I;1220;808;2100;4;;0c2f02bc;-0.007945787161588669
23_02_14 11:38:00.490;12945;I;1220;808;2100;4;;8ec7b6bd;-0.08924780786037445
23_02_14 11:38:00.622;12945;I;1220;808;2100;4;;83a33f3d;0.04678679630160332
23_02_14 11:38:00.755;12945;I;1220;808;2100;4;;7fa818bd;-0.037270065397024155
23_02_14 11:38:00.888;12945;I;1220;808;2100;4;;b2d514bc;-0.009084152057766914
23_02_14 11:38:01.020;12945;I;1220;808;2100;4;;d91c27bb;-0.002549937227740884
23_02_14 11:38:01.152;12945;I;1220;808;2100;4;;303595ba;-0.0011383648961782455
23_02_14 11:38:01.285;12945;I;1220;808;2100;4;;4d3d8f39;0.000273207580903545
23_02_14 11:38:01.417;12945;I;1220;808;2100;4;;864d033b;0.0020035221241414547
23_02_14 11:38:01.548;12945;I;1220;808;2100;4;;29b3163b;0.0022994971368461847
23_02_14 11:38:01.683;12945;I;1220;808;2100;4;;516ef8bc;-0.03032604046165943
23_02_14 11:38:01.812;12945;I;1220;808;2100;4;;75ba633d;0.05559774115681648
23_02_14 11:38:01.943;12945;I;1220;808;2100;4;;78c5203d;0.03925082087516785
23_02_14 11:38:02.074;12945;I;1220;808;2100;4;;6d631c3d;0.03818075731396675
23_02_14 11:38:02.204;12945;I;1220;808;2100;4;;e82024bc;-0.01001761108636856
23_02_14 11:38:02.335;12945;I;1220;808;2100;4;;66fcbebb;-0.005828428082168102
23_02_14 11:38:02.466;12945;I;1220;808;2100;4;;4d3d0f3d;0.03497057035565376
23_02_14 11:38:02.596;12945;I;1220;808;2100;4;;5bbd26bc;-0.010176981799304485
23_02_14 11:38:02.728;12945;I;1220;808;2100;4;;ae08653d;0.05591648072004318
23_02_14 11:38:02.859;12945;I;1220;808;2100;4;;543ba8bd;-0.08214440941810608
23_02_14 11:38:02.990;12945;I;1220;808;2100;4;;8304393d;0.045170318335294724
23_02_14 11:38:03.120;12945;I;1220;808;2100;4;;254fabbd;-0.08364704996347427
23_02_14 11:38:03.254;12945;I;1220;808;2100;4;;d67a2e3d;0.04259761422872543
23_02_14 11:38:03.382;12945;I;1220;808;2100;4;;fd223abc;-0.01136088091880083
23_02_14 11:38:03.512;12945;I;1220;808;2100;4;;dd1f193d;0.037383902817964554
23_02_14 11:38:03.642;12945;I;1220;808;2100;4;;a78eb1bd;-0.08669786900281906
23_02_14 11:38:03.772;12945;I;1220;808;2100;4;;3e31c7bb;-0.006078868173062801
23_02_14 11:38:03.904;12945;I;1220;808;2100;4;;b251afbd;-0.08560504019260406
23_02_14 11:38:04.034;12945;I;1220;808;2100;4;;b5922ebb;-0.0026637737173587084
23_02_14 11:38:04.164;12945;I;1220;808;2100;4;;210eacbd;-0.08401132375001907
23_02_14 11:38:04.295;12945;I;1220;808;2100;4;;562babbd;-0.08357875049114227
23_02_14 11:38:04.425;12945;I;1220;808;2100;4;;a940a7bd;-0.08166629821062088
23_02_14 11:38:04.556;12945;I;1220;808;2100;4;;62c38abb;-0.0042347172275185585
23_02_14 11:38:04.686;12945;I;1220;808;2100;4;;e13d2c3d;0.042051199823617935
23_02_14 11:38:04.815;12945;I;1220;808;2100;4;;a97eb4bd;-0.08813221007585526
23_02_14 11:38:04.945;12945;I;1220;808;2100;4;;292f313d;0.04325786605477333
23_02_14 11:38:05.075;12945;I;1220;808;2100;4;;a0abb9bd;-0.09065937995910645
23_02_14 11:38:05.205;12945;I;1220;808;2100;4;;c776b1bd;-0.08665233105421066
23_02_14 11:38:05.333;12945;I;1220;808;2100;4;;cbb7303d;0.04314402863383293
23_02_14 11:38:05.463;12945;I;1220;808;2100;4;;22294d3d;0.050088055431842804
23_02_14 11:38:05.593;12945;I;1220;808;2100;4;;71b7f1ba;-0.0018441510619595647
23_02_14 11:38:05.723;12945;I;1220;808;2100;4;;257297bb;-0.0046217613853514194
23_02_14 11:38:05.852;12945;I;1220;808;2100;4;;e85eb1bd;-0.08660680055618286
23_02_14 11:38:05.984;12945;I;1220;808;2100;4;;9359b2bd;-0.08708491176366806
23_02_14 11:38:06.112;12945;I;1220;808;2100;4;;ef41293d;0.04132264479994774
23_02_14 11:38:06.245;12945;I;1220;808;2100;4;;955100bc;-0.007831950671970844
23_02_14 11:38:06.371;12945;I;1220;808;2100;4;;0f7001bc;-0.007900252006947994
23_02_14 11:38:06.501;12945;I;1220;808;2100;4;;2cf4153d;0.03660981357097626
23_02_14 11:38:06.631;12945;I;1220;808;2100;4;;bc14adbd;-0.08451220393180847
23_02_14 11:38:06.762;12945;I;1220;808;2100;4;;8aa9a3bd;-0.07991321384906769
23_02_14 11:38:06.892;12945;I;1220;808;2100;4;;c0179fbc;-0.019420504570007324
23_02_14 11:38:07.022;12945;I;1220;808;2100;4;;d6d35cbc;-0.013478239998221397
23_02_14 11:38:07.162;12945;I;1220;808;2100;4;;3d05103f;0.5625799298286438
23_02_14 11:38:07.268;12945;I;1220;808;2100;4;;4d29b641;22.770166397094727
23_02_14 11:38:07.384;12945;I;1220;808;2100;4;;40836c42;59.128173828125
23_02_14 11:38:07.501;12945;I;1220;808;2100;4;;cbced742;107.90389251708984
23_02_14 11:38:07.618;12945;I;1220;808;2100;4;;97d31c43;156.82652282714844
23_02_14 11:38:07.735;12945;I;1220;808;2100;4;;dd074d43;205.0307159423828
23_02_14 11:38:07.850;12945;I;1220;808;2100;4;;37137f43;255.07505798339844
23_02_14 11:38:07.968;12945;I;1220;808;2100;4;;5b569943;306.6746520996094
23_02_14 11:38:08.083;12945;I;1220;808;2100;4;;cc5db343;358.7327880859375
23_02_14 11:38:08.200;12945;I;1220;808;2100;4;;392ecb43;406.3611145019531
23_02_14 11:38:08.317;12945;I;1220;808;2100;4;;a514e543;458.1612854003906
23_02_14 11:38:08.435;12945;I;1220;808;2100;4;;8415fe43;508.1680908203125
23_02_14 11:38:08.552;12945;I;1220;808;2100;4;;85a90b44;558.6487426757812
23_02_14 11:38:08.668;12945;I;1220;808;2100;4;;10f11744;607.7666015625
23_02_14 11:38:08.782;12945;I;1220;808;2100;4;;f0d22444;659.2958984375
23_02_14 11:38:08.898;12945;I;1220;808;2100;4;;47313144;708.7699584960938
23_02_14 11:38:09.014;12945;I;1220;808;2100;4;;b0e33d44;759.5576171875
23_02_14 11:38:09.128;12945;I;1220;808;2100;4;;d6f84944;807.8880615234375
23_02_14 11:38:09.243;12945;I;1220;808;2100;4;;5ca05644;858.505615234375
23_02_14 11:38:09.360;12945;I;1220;808;2100;4;;a94a6444;913.1665649414062
23_02_14 11:38:09.475;12945;I;1220;808;2100;4;;a1887044;962.1348266601562
23_02_14 11:38:09.590;12945;I;1220;808;2100;4;;7c647c44;1009.570068359375
23_02_14 11:38:09.705;12945;I;1220;808;2100;4;;73d08444;1062.5140380859375
23_02_14 11:38:09.819;12945;I;1220;808;2100;4;;deeb8a44;1111.370849609375
23_02_14 11:38:09.932;12945;I;1220;808;2100;4;;18439144;1162.0966796875
23_02_14 11:38:10.046;12945;I;1220;808;2100;4;;e2a89744;1213.277587890625
23_02_14 11:38:10.160;12945;I;1220;808;2100;4;;715c9d44;1258.8887939453125
23_02_14 11:38:10.274;12945;I;1220;808;2100;4;;1b76a344;1307.6907958984375
23_02_14 11:38:10.387;12945;I;1220;808;2100;4;;68a1a844;1349.0439453125
23_02_14 11:38:10.503;12945;I;1220;808;2100;4;;342bae44;1393.35009765625
23_02_14 11:38:10.615;12945;I;1220;808;2100;4;;8934b344;1433.6417236328125
23_02_14 11:38:10.729;12945;I;1220;808;2100;4;;34a7b744;1469.22509765625
23_02_14 11:38:10.842;12945;I;1220;808;2100;4;;48b9bb44;1501.7900390625
23_02_14 11:38:10.958;12945;I;1220;808;2100;4;;4c55bf44;1530.66552734375
23_02_14 11:38:11.070;12945;I;1220;808;2100;4;;94b7c244;1557.73681640625
23_02_14 11:38:11.182;12945;I;1220;808;2100;4;;6d9cc544;1580.8883056640625
23_02_14 11:38:11.297;12945;I;1220;808;2100;4;;4525c844;1601.1646728515625
23_02_14 11:38:11.410;12945;I;1220;808;2100;4;;b88aca44;1620.3349609375
23_02_14 11:38:11.524;12945;I;1220;808;2100;4;;834dcc44;1634.4222412109375
23_02_14 11:38:11.638;12945;I;1220;808;2100;4;;efb7cd44;1645.7479248046875
23_02_14 11:38:11.752;12945;I;1220;808;2100;4;;78b7ce44;1653.7333984375
23_02_14 11:38:11.868;12945;I;1220;808;2100;4;;6f5acf44;1658.8260498046875
23_02_14 11:38:11.979;12945;I;1220;808;2100;4;;92eccf44;1663.392822265625
23_02_14 11:38:12.093;12945;I;1220;808;2100;4;;3a7ecf44;1659.944580078125
23_02_14 11:38:12.207;12945;I;1220;808;2100;4;;6f87cf44;1660.2322998046875
23_02_14 11:38:12.321;12945;I;1220;808;2100;4;;f2fdce44;1655.935791015625
23_02_14 11:38:12.435;12945;I;1220;808;2100;4;;b98ece44;1652.4600830078125
23_02_14 11:38:12.549;12945;I;1220;808;2100;4;;12b2cd44;1645.564697265625
23_02_14 11:38:12.662;12945;I;1220;808;2100;4;;e794cc44;1636.6531982421875
23_02_14 11:38:12.775;12945;I;1220;808;2100;4;;149fcb44;1628.97119140625
23_02_14 11:38:12.890;12945;I;1220;808;2100;4;;3b64ca44;1619.1322021484375
23_02_14 11:38:13.004;12945;I;1220;808;2100;4;;6a40c944;1610.012939453125
23_02_14 11:38:13.118;12945;I;1220;808;2100;4;;89f8c744;1599.7667236328125
23_02_14 11:38:13.231;12945;I;1220;808;2100;4;;8ba0c644;1589.0169677734375
23_02_14 11:38:13.345;12945;I;1220;808;2100;4;;a256c544;1578.707275390625
23_02_14 11:38:13.459;12945;I;1220;808;2100;4;;53d8c344;1566.7601318359375
23_02_14 11:38:13.574;12945;I;1220;808;2100;4;;118cc244;1556.3770751953125
23_02_14 11:38:13.686;12945;I;1220;808;2100;4;;d739c144;1545.8074951171875
