Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;Id;Iq
23_02_14 11:54:59.891;58292;I;1210;808;2106;8;;abffcfba106a653d;-0.0015869041671976447;0.05600935220718384
23_02_14 11:54:59.990;58292;I;1210;808;2106;8;;5789103c9e26583d;0.008821806870400906;0.052771203219890594
23_02_14 11:55:00.105;58292;I;1210;808;2106;8;;f457013db106883d;0.03157801926136017;0.06641901284456253
23_02_14 11:55:00.229;58292;I;1210;808;2106;8;;58b67ebcc1d2973d;-0.01554640382528305;0.07413244992494583
23_02_14 11:55:00.337;58292;I;1210;808;2106;8;;024329bc541d713d;-0.010330917313694954;0.05886586010456085
23_02_14 11:55:00.462;58292;I;1210;808;2106;8;;cca4c63c93f7793d;0.024248503148555756;0.06102712079882622
23_02_14 11:55:00.569;58292;I;1210;808;2106;8;;88c6ccbb71e9953d;-0.0062492527067661285;0.07319916039705276
23_02_14 11:55:00.694;58292;I;1210;808;2106;8;;a0da553bd87d953d;0.0032631531357765198;0.0729939341545105
23_02_14 11:55:00.799;58292;I;1210;808;2106;8;;40a3573a935a803d;0.0008225925266742706;0.06267275661230087
23_02_14 11:55:00.929;58292;I;1210;808;2106;8;;7e998ebbc36b693d;-0.00435179378837347;0.05698753520846367
23_02_14 11:55:01.030;58292;I;1210;808;2106;8;;4c000e3c33cb773d;0.00866706296801567;0.06049652025103569
23_02_14 11:55:01.149;58292;I;1210;808;2106;8;;a8b4da3cd426993d;0.026697471737861633;0.07478109002113342
23_02_14 11:55:01.261;58292;I;1210;808;2106;8;;be1190bc1ddd983d;-0.017586585134267807;0.07464049011468887
23_02_14 11:55:01.377;58292;I;1210;808;2106;8;;7c4516bc525b743d;-0.00917183980345726;0.05965740233659744
23_02_14 11:55:01.492;58292;I;1210;808;2106;8;;cbe0be3cab22713d;0.023300549015402794;0.05887095257639885
23_02_14 11:55:01.608;58292;I;1210;808;2106;8;;d65385baa2618c3d;-0.0010172079782932997;0.06854559481143951
23_02_14 11:55:01.722;58292;I;1210;808;2106;8;;a660cfbb44d8953d;-0.006328660063445568;0.07316640019416809
23_02_14 11:55:01.839;58292;I;1210;808;2106;8;;e8912e3b905f833d;0.0026637259870767593;0.06414711475372314
23_02_14 11:55:01.959;58292;I;1210;808;2106;8;;2e3a0fbc58106c3d;-0.008741898462176323;0.057632774114608765
23_02_14 11:55:02.070;58292;I;1210;808;2106;8;;208a2b3c8bf3583d;0.010469943284988403;0.052966635674238205
23_02_14 11:55:02.185;58292;I;1210;808;2106;8;;36150e3d8558993d;0.03468819707632065;0.07487586885690689
23_02_14 11:55:02.313;58292;I;1210;808;2106;8;;a0a043bcbe2b973d;-0.011940151453018188;0.07381390035152435
23_02_14 11:55:02.417;58292;I;1210;808;2106;8;;2e5d18bccb26753d;-0.009299559518694878;0.059851448982954025
23_02_14 11:55:02.532;58292;I;1210;808;2106;8;;d43abe3c8f8d7e3d;0.023221410810947418;0.06214671954512596
23_02_14 11:55:02.653;58292;I;1210;808;2106;8;;0081a93a1ef0943d;0.0012932121753692627;0.07272361218929291
23_02_14 11:55:02.763;58292;I;1210;808;2106;8;;ab3eee399865983d;0.0004544158873613924;0.0744125247001648
23_02_14 11:55:02.879;58292;I;1210;808;2106;8;;f7b6943bab2d863d;0.004538412671536207;0.06551679223775864
23_02_14 11:55:02.997;58292;I;1210;808;2106;8;;bef548bce7a46a3d;-0.01226562075316906;0.05728616937994957
23_02_14 11:55:03.108;58292;I;1210;808;2106;8;;02f82d3cc7f36f3d;0.010618211701512337;0.05858209356665611
23_02_14 11:55:03.224;58292;I;1210;808;2106;8;;e874e13cebcd8f3d;0.027521565556526184;0.07021697610616684
23_02_14 11:55:03.341;58292;I;1210;808;2106;8;;a4cf83bcba95913d;-0.01609022170305252;0.07108636200428009
23_02_14 11:55:03.466;58292;I;1210;808;2106;8;;24d41abc0ca7733d;-0.009449992328882217;0.059485480189323425
23_02_14 11:55:03.572;58292;I;1210;808;2106;8;;8000e53ab0f1773d;0.0017471462488174438;0.060533225536346436
23_02_14 11:55:03.699;58292;I;1210;808;2106;8;;b6408b3a1c01973d;0.001062414376065135;0.07373258471488953
23_02_14 11:55:03.803;58292;I;1210;808;2106;8;;eb0839bbd0f7923d;-0.002823407528921962;0.07176172733306885
23_02_14 11:55:03.931;58292;I;1210;808;2106;8;;4ea1e6ba66bb7e3d;-0.0017595679964870214;0.06219043582677841
23_02_14 11:55:04.035;58292;I;1210;808;2106;8;;8bb5a2bb041a4f3d;-0.004965489264577627;0.050561919808387756
23_02_14 11:55:04.150;58292;I;1210;808;2106;8;;1632373cf0e37b3d;0.01118137501180172;0.06149667501449585
23_02_14 11:55:04.266;58292;I;1210;808;2106;8;;b00a083d266e8e3d;0.03321331739425659;0.06954602897167206
23_02_14 11:55:04.381;58292;I;1210;808;2106;8;;b3adb7bb24398c3d;-0.005605423357337713;0.0684683620929718
23_02_14 11:55:04.500;58292;I;1210;808;2106;8;;68ad15bcf0d7793d;-0.00913558155298233;0.060996949672698975
23_02_14 11:55:04.613;58292;I;1210;808;2106;8;;1b9a7e3cd6b0693d;0.015539671294391155;0.05705340951681137
23_02_14 11:55:04.732;58292;I;1210;808;2106;8;;ace5c23ba1d3863d;0.005947789177298546;0.06583333760499954
23_02_14 11:55:04.844;58292;I;1210;808;2106;8;;2b561eba228a983d;-0.0006040061707608402;0.07448221743106842
23_02_14 11:55:04.962;58292;I;1210;808;2106;8;;26fb8cbbae598e3d;-0.004302400164306164;0.06950698792934418
23_02_14 11:55:05.075;58292;I;1210;808;2106;8;;9b691cbb02f34e3d;-0.0023866656702011824;0.050524719059467316
23_02_14 11:55:05.193;58292;I;1210;808;2106;8;;74771b3c2bfe6f3d;0.009488929063081741;0.05859200283885002
23_02_14 11:55:05.306;58292;I;1210;808;2106;8;;6483f93cea7c8c3d;0.030458159744739532;0.06859762966632843
23_02_14 11:55:05.421;58292;I;1210;808;2106;8;;be4c47bc5db2873d;-0.012164292857050896;0.06625816971063614
23_02_14 11:55:05.536;58292;I;1210;808;2106;8;;546c18bc4b9b723d;-0.009303171187639236;0.05923013016581535
23_02_14 11:55:05.652;58292;I;1210;808;2106;8;;9eec923c72d5773d;0.017935093492269516;0.060506291687488556
23_02_14 11:55:05.767;58292;I;1210;808;2106;8;;405175bbe41f8f3d;-0.0037432461977005005;0.06988504528999329
23_02_14 11:55:05.883;58292;I;1210;808;2106;8;;00b3f739952f923d;0.00047244876623153687;0.07137981802225113
23_02_14 11:55:05.997;58292;I;1210;808;2106;8;;ab28a3392064643d;0.00031120082712732255;0.055759549140930176
23_02_14 11:55:06.114;58292;I;1210;808;2106;8;;4b3e9bbac6db763d;-0.0011844126274809241;0.060268186032772064
23_02_14 11:55:06.227;58292;I;1210;808;2106;8;;c4ebec3cde3a803d;0.028921015560626984;0.06261228024959564
23_02_14 11:55:06.359;58292;I;1210;808;2106;8;;b33cb0bb5ef88d3d;-0.005378329660743475;0.06932137906551361
23_02_14 11:55:06.457;58292;I;1210;808;2106;8;;400eb6bb9c86723d;-0.005555897951126099;0.059210404753685
23_02_14 11:55:06.571;58292;I;1210;808;2106;8;;751a9c3ca7f9753d;0.01905558444559574;0.060052540153265
23_02_14 11:55:06.686;58292;I;1210;808;2106;8;;2b41463a0eda8d3d;0.0007562811370007694;0.06926356256008148
23_02_14 11:55:06.801;58292;I;1210;808;2106;8;;f3b702bc7e2e903d;-0.007978427223861217;0.07040117681026459
23_02_14 11:55:06.916;58292;I;1210;808;2106;8;;578f25bc0eea7b3d;-0.010104975663125515;0.06150250881910324
23_02_14 11:55:07.031;58292;I;1210;808;2106;8;;f31e363c0acc533d;0.011115777306258678;0.05170825868844986
23_02_14 11:55:07.162;58292;I;1210;808;2106;8;;ca3deb3ccc359f3d;0.028715986758470535;0.07773932814598083
23_02_14 11:55:07.263;58292;I;1210;808;2106;8;;977662bc9afea63d;-0.013822219334542751;0.0815403014421463
23_02_14 11:55:07.376;58292;I;1210;808;2106;8;;c2df88bc587e813d;-0.016708258539438248;0.0632292628288269
23_02_14 11:55:07.491;58292;I;1210;808;2106;8;;2473b13cae53573d;0.02166134864091873;0.05257003754377365
23_02_14 11:55:07.606;58292;I;1210;808;2106;8;;ab4243b946ce9d3d;-0.0001862148492364213;0.07705359160900116
23_02_14 11:55:07.723;58292;I;1210;808;2106;8;;201c8fbbfbbd793d;-0.004367366433143616;0.060972195118665695
23_02_14 11:55:07.836;58292;I;1210;808;2106;8;;a040b43a32ea393d;0.0013752169907093048;0.045389361679553986
23_02_14 11:55:07.952;58292;I;1210;808;2106;8;;51fc993c1f42633d;0.018797071650624275;0.055482979863882065
23_02_14 11:55:08.066;58292;I;1210;808;2106;8;;1cdb023d2e878d3d;0.031947240233421326;0.06910549104213715
23_02_14 11:55:08.181;58292;I;1210;808;2106;8;;7bafddbb5020903d;-0.006765303667634726;0.07037413120269775
23_02_14 11:55:08.297;58292;I;1210;808;2106;8;;db1c37bcc3e2663d;-0.011176313273608685;0.05636860057711601
23_02_14 11:55:08.416;58292;I;1210;808;2106;8;;7f16c03c700c6e3d;0.02344822697341442;0.0581173300743103
23_02_14 11:55:08.527;58292;I;1210;808;2106;8;;c0e6a3bb781b8f3d;-0.005001872777938843;0.06987661123275757
23_02_14 11:55:08.647;58292;I;1210;808;2106;8;;d8eaddbb4b199c3d;-0.006772380322217941;0.07622011750936508
23_02_14 11:55:08.757;58292;I;1210;808;2106;8;;4feec8bb43576a3d;-0.006131924223154783;0.05721212550997734
23_02_14 11:55:08.882;58292;I;1210;808;2106;8;;d6b4c23970896d3d;0.00037137296749278903;0.057992398738861084
23_02_14 11:55:08.990;58292;I;1210;808;2106;8;;3df2a23c22b2883d;0.01989089883863926;0.06674601137638092
23_02_14 11:55:09.115;58292;I;1210;808;2106;8;;5b3b433ba4a6863d;0.0029790017288178205;0.06574752926826477
23_02_14 11:55:09.218;58292;I;1210;808;2106;8;;fc6824bc9a33743d;-0.010034795850515366;0.05961952358484268
23_02_14 11:55:09.334;58292;I;1210;808;2106;8;;eb93453c534d753d;0.012059192173182964;0.059888195246458054
23_02_14 11:55:09.448;58292;I;1210;808;2106;8;;2be5b93a88ce803d;0.0014182677259668708;0.06289392709732056
23_02_14 11:55:09.563;58292;I;1210;808;2106;8;;6044c4bb1800943d;-0.005989596247673035;0.07226580381393433
23_02_14 11:55:09.679;58292;I;1210;808;2106;8;;10d7043b9230833d;0.0020269788801670074;0.06405748426914215
23_02_14 11:55:09.794;58292;I;1210;808;2106;8;;4bc996ba48556a3d;-0.0011504081776365638;0.05721023678779602
23_02_14 11:55:09.909;58292;I;1210;808;2106;8;;39ad253cc41b883d;0.010112100280821323;0.06645920872688293
23_02_14 11:55:10.025;58292;I;1210;808;2106;8;;380ddd3c5834913d;0.026983842253684998;0.07090061902999878
23_02_14 11:55:10.141;58292;I;1210;808;2106;8;;37de7dbccb848d3d;-0.01549487467855215;0.06910093873739243
23_02_14 11:55:10.257;58292;I;1210;808;2106;8;;0353ca3b62a3803d;0.006174446549266577;0.06281162798404694
23_02_14 11:55:10.384;58292;I;1210;808;2106;8;;5ac2a33c1887733d;0.019990134984254837;0.05945500731468201
23_02_14 11:55:10.487;58292;I;1210;808;2106;8;;abb217b933f2933d;-0.00014467041182797402;0.07223930209875107
23_02_14 11:55:10.616;58292;I;1210;808;2106;8;;4be9bfbb81bb9e3d;-0.00585666811093688;0.07750607281923294
23_02_14 11:55:10.717;58292;I;1210;808;2106;8;;8c25f4bb083c5c3d;-0.007450764998793602;0.05376818776130676
23_02_14 11:55:10.850;58292;I;1210;808;2106;8;;2bbd72baac5e6a3d;-0.0009259755606763065;0.05721919238567352
23_02_14 11:55:10.949;58292;I;1210;808;2106;8;;78b8d63c3e21783d;0.026211008429527283;0.06057857722043991
23_02_14 11:55:11.064;58292;I;1210;808;2106;8;;570e5f3ccddd893d;0.013614258728921413;0.06731758266687393
23_02_14 11:55:11.183;58292;I;1210;808;2106;8;;739243bc786f8a3d;-0.011936771683394909;0.06759542226791382
23_02_14 11:55:11.295;58292;I;1210;808;2106;8;;b699b13afe266e3d;0.0013549837749451399;0.05814265459775925
23_02_14 11:55:11.420;58292;I;1210;808;2106;8;;fff8403c0737753d;0.011778115294873714;0.05986693128943443
23_02_14 11:55:11.526;58292;I;1210;808;2106;8;;bbfd3cbbcf84913d;-0.002883775858208537;0.07105409353971481
23_02_14 11:55:11.642;58292;I;1210;808;2106;8;;c625c1bba8f1943d;-0.005894395522773266;0.0727265477180481
23_02_14 11:55:11.758;58292;I;1210;808;2106;8;;f6f48f3b06b2603d;0.004393215291202068;0.0548572763800621
23_02_14 11:55:11.873;58292;I;1210;808;2106;8;;8e4ecebb28795f3d;-0.006295985542237759;0.054558902978897095
23_02_14 11:55:11.994;58292;I;1210;808;2106;8;;a463d13c16134c3d;0.025560207664966583;0.049822889268398285
23_02_14 11:55:12.105;58292;I;1210;808;2106;8;;a7acdb3c4715913d;0.02681572549045086;0.07084136456251144
23_02_14 11:55:12.221;58292;I;1210;808;2106;8;;c6194bbc68878d3d;-0.012396281585097313;0.06910592317581177
23_02_14 11:55:12.336;58292;I;1210;808;2106;8;;6cc9a7bc5e56853d;-0.020481787621974945;0.06510613858699799
23_02_14 11:55:12.462;58292;I;1210;808;2106;8;;8de5a13cdea9633d;0.019762778654694557;0.055581919848918915
23_02_14 11:55:12.567;58292;I;1210;808;2106;8;;52dd10bc83ee9a3d;-0.008841829374432564;0.07565023750066757
23_02_14 11:55:12.694;58292;I;1210;808;2106;8;;eb180a3abb82863d;0.000526799529325217;0.06567903608083725
23_02_14 11:55:12.799;58292;I;1210;808;2106;8;;eb8428bb3f6e873d;-0.0025713990908116102;0.06612824648618698
23_02_14 11:55:12.916;58292;I;1210;808;2106;8;;17b401bc96f6673d;-0.007916471920907497;0.05663164705038071
23_02_14 11:55:13.030;58292;I;1210;808;2106;8;;f33d533c631e6a3d;0.012893187813460827;0.057157885283231735
23_02_14 11:55:13.158;58292;I;1210;808;2106;8;;9f5dd93cbe0c873d;0.02653389982879162;0.06594227254390717
23_02_14 11:55:13.261;58292;I;1210;808;2106;8;;2ab024bcdc7f953d;-0.010051766410470009;0.07299777865409851
23_02_14 11:55:13.390;58292;I;1210;808;2106;8;;133610bc9707713d;-0.008801954798400402;0.05884512886404991
23_02_14 11:55:13.492;58292;I;1210;808;2106;8;;7a4a843cea9b833d;0.016148794442415237;0.06426222622394562
23_02_14 11:55:13.608;58292;I;1210;808;2106;8;;66c543bb12dd953d;-0.0029872297309339046;0.07317556440830231
23_02_14 11:55:13.724;58292;I;1210;808;2106;8;;787b9b3b14a89d3d;0.004744943231344223;0.07698073983192444
23_02_14 11:55:13.839;58292;I;1210;808;2106;8;;80f138bab868753d;-0.0007055029273033142;0.05991432070732117
23_02_14 11:55:13.954;58292;I;1210;808;2106;8;;b8ab5cbc48525a3d;-0.013468675315380096;0.0533011257648468
23_02_14 11:55:14.070;58292;I;1210;808;2106;8;;723f183c33636c3d;0.009292470291256905;0.05771179124712944
23_02_14 11:55:14.185;58292;I;1210;808;2106;8;;53d8dc3cee348b3d;0.02695862017571926;0.06797204911708832
23_02_14 11:55:14.301;58292;I;1210;808;2106;8;;1c8372bcb36d8c3d;-0.014801766723394394;0.06856860965490341
23_02_14 11:55:14.418;58292;I;1210;808;2106;8;;e06a61bcbfb66e3d;-0.01375839114189148;0.058279749006032944
23_02_14 11:55:14.532;58292;I;1210;808;2106;8;;e393d33c4b2a793d;0.025827353820204735;0.06083134934306145
23_02_14 11:55:14.648;58292;I;1210;808;2106;8;;a0b204bce8e6903d;-0.008099228143692017;0.07075291872024536
23_02_14 11:55:14.763;58292;I;1210;808;2106;8;;2bdba93ae03a943d;0.0012958993902429938;0.07237792015075684
23_02_14 11:55:14.883;58292;I;1210;808;2106;8;;5bd00e3b1681853d;0.0021791670005768538;0.06518761813640594
23_02_14 11:55:14.994;58292;I;1210;808;2106;8;;cf6943bcf4a36b3d;-0.01192708220332861;0.05752940475940704
23_02_14 11:55:15.114;58292;I;1210;808;2106;8;;6450343c18ce5f3d;0.011005494743585587;0.05463990569114685
23_02_14 11:55:15.225;58292;I;1210;808;2106;8;;5f5fdf3c024d983d;0.027267156168818474;0.07436563074588776
23_02_14 11:55:15.352;58292;I;1210;808;2106;8;;40fb8cbc2275983d;-0.017209649085998535;0.07444216310977936
23_02_14 11:55:15.461;58292;I;1210;808;2106;8;;766b7ebc37b4873d;-0.015528550371527672;0.06626170128583908
23_02_14 11:55:15.579;58292;I;1210;808;2106;8;;0871a23cb31a683d;0.019829288125038147;0.05666608735918999
23_02_14 11:55:15.687;58292;I;1210;808;2106;8;;5095153b750b923d;0.0022824592888355255;0.07131091505289078
23_02_14 11:55:15.817;58292;I;1210;808;2106;8;;6b1b53ba70da953d;-0.0008053096826188266;0.07317054271697998
23_02_14 11:55:15.918;58292;I;1210;808;2106;8;;36dbb73b288e7b3d;0.005610848776996136;0.061414867639541626
23_02_14 11:55:16.034;58292;I;1210;808;2106;8;;4679cbbb80a0633d;-0.006209525279700756;0.0555729866027832
23_02_14 11:55:16.149;58292;I;1210;808;2106;8;;26aac63c23b14b3d;0.024251054972410202;0.04972947761416435
23_02_14 11:55:16.267;58292;I;1210;808;2106;8;;1495a53ccca0913d;0.02021268755197525;0.07110747694969177
23_02_14 11:55:16.380;58292;I;1210;808;2106;8;;7ea1f7bbf9378d3d;-0.0075570931658148766;0.06895441561937332
23_02_14 11:55:16.495;58292;I;1210;808;2106;8;;0b8ecb3bb4f0823d;0.006212001200765371;0.06393566727638245
23_02_14 11:55:16.611;58292;I;1210;808;2106;8;;b7598d3ceed0703d;0.017254693433642387;0.058793000876903534
23_02_14 11:55:16.726;58292;I;1210;808;2106;8;;80dcb63bde3d9d3d;0.005580484867095947;0.07677815854549408
23_02_14 11:55:16.845;58292;I;1210;808;2106;8;;700401bb868c9d3d;-0.001968648284673691;0.07692818343639374
23_02_14 11:55:16.957;58292;I;1210;808;2106;8;;36e7a8bac0356e3d;-0.0012886289041489363;0.058156728744506836
23_02_14 11:55:17.073;58292;I;1210;808;2106;8;;30c5d0bb4eea613d;-0.006371162831783295;0.05515509098768234
23_02_14 11:55:17.188;58292;I;1210;808;2106;8;;98d9fc3c47fc793d;0.03086547553539276;0.061031606048345566
23_02_14 11:55:17.305;58292;I;1210;808;2106;8;;f34c593c37af863d;0.01326297502964735;0.06576388329267502
23_02_14 11:55:17.419;58292;I;1210;808;2106;8;;9b319ebc7e72803d;-0.019310763105750084;0.06271837651729584
23_02_14 11:55:17.535;58292;I;1210;808;2106;8;;30912cbb8c577b3d;-0.002633165568113327;0.06136278808116913
23_02_14 11:55:17.650;58292;I;1210;808;2106;8;;d428153c0230553d;0.009103972464799881;0.0520477369427681
23_02_14 11:55:17.765;58292;I;1210;808;2106;8;;7838e0bb6029993d;-0.006842669099569321;0.07478594779968262
23_02_14 11:55:17.880;58292;I;1210;808;2106;8;;1e7473bb2b188e3d;-0.003714806865900755;0.06938203424215317
23_02_14 11:55:17.995;58292;I;1210;808;2106;8;;00e57fbaef195b3d;-0.0009761601686477661;0.05349152907729149
23_02_14 11:55:18.109;58292;I;1210;808;2106;8;;4482a13cb3ca513d;0.019715435802936554;0.05121869966387749
23_02_14 11:55:18.224;58292;I;1210;808;2106;8;;3726383c315f893d;0.011239579878747463;0.06707609444856644
23_02_14 11:55:18.338;58292;I;1210;808;2106;8;;a2c201bca771713d;-0.00791993923485279;0.05894627794623375
23_02_14 11:55:18.452;58292;I;1210;808;2106;8;;126c903cb3777c3d;0.017629656940698624;0.06163759157061577
23_02_14 11:55:18.573;58292;I;1210;808;2106;8;;2bc463bb00799a3d;-0.0034754376392811537;0.07542610168457031
23_02_14 11:55:18.681;58292;I;1210;808;2106;8;;a3158dbbfb03913d;-0.004305557813495398;0.07080837339162827
23_02_14 11:55:18.807;58292;I;1210;808;2106;8;;0bd3fcba4314583d;-0.0019288969924673438;0.05275369808077812
23_02_14 11:55:18.908;58292;I;1210;808;2106;8;;0608cb3ca6b6793d;0.02478409931063652;0.06096520274877548
23_02_14 11:55:19.021;58292;I;1210;808;2106;8;;10c061bc6a9b963d;-0.013778701424598694;0.07353861629962921
23_02_14 11:55:19.133;58292;I;1210;808;2106;8;;ae824b3cc0616a3d;0.012421293184161186;0.05722212791442871
23_02_14 11:55:19.250;58292;I;1210;808;2106;8;;a0c482bb3828973d;-0.003990724682807922;0.07380717992782593
23_02_14 11:55:19.367;58292;I;1210;808;2106;8;;fb1db23a0a25723d;0.0013589257141575217;0.059117354452610016
23_02_14 11:55:19.471;58292;I;1210;808;2106;8;;5a1b873c7bbb6a3d;0.016492534428834915;0.05730770155787468
23_02_14 11:55:19.601;58292;I;1210;808;2106;8;;7a73923c6ee8853d;0.017877329140901566;0.06538473069667816
23_02_14 11:55:19.696;58292;I;1210;808;2106;8;;0807d1bb16e16b3d;-0.006379012018442154;0.05758770555257797
23_02_14 11:55:19.809;58292;I;1210;808;2106;8;;5f55223ca3066d3d;0.009908049367368221;0.05786765739321709
23_02_14 11:55:19.921;58292;I;1210;808;2106;8;;8edaa0bbfeb38c3d;-0.004908866249024868;0.06870268285274506
23_02_14 11:55:20.033;58292;I;1210;808;2106;8;;d6f659bb9c85823d;-0.003325869794934988;0.06373140215873718
23_02_14 11:55:20.146;58292;I;1210;808;2106;8;;3e420b3d9c60813d;0.03399872034788132;0.06317254900932312
23_02_14 11:55:20.258;58292;I;1210;808;2106;8;;cc346dbcb3fb7e3d;-0.014477919787168503;0.06225175783038139
23_02_14 11:55:20.371;58292;I;1210;808;2106;8;;4698833c54a4613d;0.01606382057070732;0.055088356137275696
23_02_14 11:55:20.483;58292;I;1210;808;2106;8;;3a2001bc3481853d;-0.007881218567490578;0.06518784165382385
23_02_14 11:55:20.595;58292;I;1210;808;2106;8;;0076333a7fd84a3d;0.000684589147567749;0.049522873014211655
23_02_14 11:55:20.709;58292;I;1210;808;2106;8;;7078ee3cf81a6d3d;0.02911016345024109;0.05788704752922058
23_02_14 11:55:20.822;58292;I;1210;808;2106;8;;3b688cbc183c8f3d;-0.01713954471051693;0.06993883848190308
23_02_14 11:55:20.933;58292;I;1210;808;2106;8;;9ab7873cc45d8a3d;0.016567040234804153;0.06756165623664856
23_02_14 11:55:21.046;58292;I;1210;808;2106;8;;408fbfbb7cc99b3d;-0.005845934152603149;0.07606789469718933
23_02_14 11:55:21.161;58292;I;1210;808;2106;8;;768caa3a387c853d;0.001301183132454753;0.06517833471298218
23_02_14 11:55:21.271;58292;I;1210;808;2106;8;;43cd693c3ca1593d;0.01427012961357832;0.053132280707359314
23_02_14 11:55:21.391;58292;I;1210;808;2106;8;;8b11103c32d4793d;0.008793245069682598;0.06099338084459305
23_02_14 11:55:21.496;58292;I;1210;808;2106;8;;acb192bc037a793d;-0.01790698617696762;0.06090737506747246
23_02_14 11:55:21.609;58292;I;1210;808;2106;8;;8609453bda4a793d;0.003006549086421728;0.06086239963769913
23_02_14 11:55:21.734;58292;I;1210;808;2106;8;;56e727b8a2ce8d3d;-4.003135109087452e-05;0.06924177706241608
23_02_14 11:55:21.833;58292;I;1210;808;2106;8;;d61ef9b9e08e673d;-0.00047515955520793796;0.05653274059295654
23_02_14 11:55:21.946;58292;I;1210;808;2106;8;;0b5df53cec428d3d;0.029951592907309532;0.0689752995967865
23_02_14 11:55:22.060;58292;I;1210;808;2106;8;;bbdbc9bbed61893d;-0.006160227116197348;0.06708130985498428
23_02_14 11:55:22.171;58292;I;1210;808;2106;8;;bb5f333caff7683d;0.010948116891086102;0.056876834481954575
23_02_14 11:55:22.283;58292;I;1210;808;2106;8;;5604f9399935923d;0.0004749621148221195;0.07139129191637039
23_02_14 11:55:22.396;58292;I;1210;808;2106;8;;ab6a163924e0493d;0.00014344851661007851;0.049286022782325745
23_02_14 11:55:22.509;58292;I;1210;808;2106;8;;20d8ca3c60e27c3d;0.02476125955581665;0.061739325523376465
23_02_14 11:55:22.621;58292;I;1210;808;2106;8;;707d76bc94f18f3d;-0.015044555068016052;0.07028499245643616
23_02_14 11:55:22.737;58292;I;1210;808;2106;8;;1072643c6af1703d;0.013943210244178772;0.05882398039102554
23_02_14 11:55:22.847;58292;I;1210;808;2106;8;;66baaabba7a79a3d;-0.005210208706557751;0.07551508396863937
23_02_14 11:55:22.959;58292;I;1210;808;2106;8;;562f93b9dc72783d;-0.0002807329292409122;0.060656413435935974
23_02_14 11:55:23.072;58292;I;1210;808;2106;8;;3687883c66106f3d;0.01666603609919548;0.05836524814367294
23_02_14 11:55:23.184;58292;I;1210;808;2106;8;;5c5c423cb85c8b3d;0.011862840503454208;0.06804794073104858
23_02_14 11:55:23.299;58292;I;1210;808;2106;8;;66de5dbcad98823d;-0.013541793450713158;0.06376776844263077
23_02_14 11:55:23.416;58292;I;1210;808;2106;8;;1121233c5ce6853d;0.00995661411434412;0.06538078188896179
23_02_14 11:55:23.522;58292;I;1210;808;2106;8;;7362b7bbe0ea913d;-0.005596452858299017;0.07124876976013184
23_02_14 11:55:23.635;58292;I;1210;808;2106;8;;068acdbb4225603d;-0.006272557191550732;0.05472303181886673
23_02_14 11:55:23.747;58292;I;1210;808;2106;8;;de19083dfe9d703d;0.033227793872356415;0.05874442309141159
23_02_14 11:55:23.860;58292;I;1210;808;2106;8;;abd161bccd838e3d;-0.013782898895442486;0.0695873275399208
23_02_14 11:55:23.974;58292;I;1210;808;2106;8;;2218133c045f6b3d;0.008977921679615974;0.05746366083621979
23_02_14 11:55:24.092;58292;I;1210;808;2106;8;;d04526bb5771913d;-0.002537120133638382;0.07101695984601974
23_02_14 11:55:24.200;58292;I;1210;808;2106;8;;d6abbd38c5d58f3d;9.044229227583855e-05;0.07023195177316666
23_02_14 11:55:24.316;58292;I;1210;808;2106;8;;b60300bc5796643d;-0.007813384756445885;0.055807437747716904
23_02_14 11:55:24.429;58292;I;1210;808;2106;8;;5b44f03c68b7893d;0.029329469427466393;0.06724435091018677
23_02_14 11:55:24.542;58292;I;1210;808;2106;8;;16384dbca0b3993d;-0.012525578960776329;0.07504963874816895
23_02_14 11:55:24.654;58292;I;1210;808;2106;8;;3bb8873beedd7d3d;0.004141835030168295;0.061979226768016815
23_02_14 11:55:24.775;58292;I;1210;808;2106;8;;d05b263b7e9b883d;0.0025384314358234406;0.06670282781124115
23_02_14 11:55:24.882;58292;I;1210;808;2106;8;;5bf959bbf9679d3d;-0.0033260199707001448;0.07685846835374832
23_02_14 11:55:25.008;58292;I;1210;808;2106;8;;abd5a93af058663d;0.0012957354774698615;0.05623716115951538
23_02_14 11:55:25.112;58292;I;1210;808;2106;8;;a06dbb3bb6b9683d;0.005719855427742004;0.056817732751369476
23_02_14 11:55:25.229;58292;I;1210;808;2106;8;;78b2103d15a2893d;0.03532645106315613;0.06720367819070816
23_02_14 11:55:25.342;58292;I;1210;808;2106;8;;e03b29bbd81a873d;-0.0025823041796684265;0.06596916913986206
23_02_14 11:55:25.461;58292;I;1210;808;2106;8;;96dbe8bb5294713d;-0.007106254808604717;0.0589793398976326
23_02_14 11:55:25.572;58292;I;1210;808;2106;8;;dca9863c2a0e733d;0.01643841713666916;0.05933967977762222
23_02_14 11:55:25.687;58292;I;1210;808;2106;8;;c3329dbb18e08e3d;-0.004797311034053564;0.06976336240768433
23_02_14 11:55:25.805;58292;I;1210;808;2106;8;;40d3d5ba645b973d;-0.0016313567757606506;0.07390478253364563
23_02_14 11:55:25.942;58292;I;1210;808;2106;8;;cb5498bade82593d;-0.0011621949961408973;0.05310332030057907
23_02_14 11:55:26.038;58292;I;1210;808;2106;8;;c60a363bc6d2603d;0.0027777417562901974;0.05488850921392441
