Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;Id;Iq
23_02_14 11:49:54.164;46132;I;1210;808;2106;8;;46f702ba933cee39;-0.0004995953058823943;0.00045440028770826757
23_02_14 11:49:54.287;46132;I;1210;808;2106;8;;227a27ba30f455b9;-0.0006388743640854955;-0.00020404229871928692
23_02_14 11:49:54.415;46132;I;1210;808;2106;8;;de71273a945b5639;0.0006387511966750026;0.00020442745881155133
23_02_14 11:49:54.553;46132;I;1210;808;2106;8;;bc83273acf7b5539;0.0006390174385160208;0.00020359385234769434
23_02_14 11:49:54.668;46132;I;1210;808;2106;8;;46f7023a933ceeb9;0.0004995953058823943;-0.00045440028770826757
23_02_14 11:49:54.795;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:49:54.923;46132;I;1210;808;2106;8;;9752bb39e13191ba;0.0003572895366232842;-0.0011077487142756581
23_02_14 11:49:55.049;46132;I;1210;808;2106;8;;dde1023a9f6beeb9;0.0004992762696929276;-0.00045475081424228847
23_02_14 11:49:55.177;46132;I;1210;808;2106;8;;700b12b9569b2cba;-0.00013927905820310116;-0.0006584426155313849
23_02_14 11:49:55.305;46132;I;1210;808;2106;8;;3ceaba39483a91ba;0.0003565120277926326;-0.0011079991236329079
23_02_14 11:49:55.430;46132;I;1210;808;2106;8;;282c02bad890eb39;-0.0004965686239302158;0.0004493060987442732
23_02_14 11:49:55.577;46132;I;1210;808;2106;8;;b438953a7b4283b9;0.0011384696699678898;-0.00025035798898898065
23_02_14 11:49:55.684;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:49:55.812;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:49:55.942;46132;I;1210;808;2106;8;;782702ba349beb39;-0.0004964987747371197;0.00044938328210264444
23_02_14 11:49:56.067;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:49:56.195;46132;I;1210;808;2106;8;;1b5c93b922f4abba;-0.0002810664882417768;-0.0013119021896272898
23_02_14 11:49:56.334;46132;I;1210;808;2106;8;;84bb26ba73b35ab9;-0.0006360339466482401;-0.00020856950141023844
23_02_14 11:49:56.452;46132;I;1210;808;2106;8;;043c953a1c0683b9;0.001138568390160799;-0.00024990818928927183
23_02_14 11:49:56.578;46132;I;1210;808;2106;8;;5486273a3f5b5539;0.0006390560884028673;0.00020347254758235067
23_02_14 11:49:56.705;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:49:56.832;46132;I;1210;808;2106;8;;92a0603a06c1ccba;0.000856884871609509;-0.0015621490310877562
23_02_14 11:49:56.960;46132;I;1210;808;2106;8;;96c2d63a3c7d38ba;0.001638489542528987;-0.0007037704344838858
23_02_14 11:49:57.085;46132;I;1210;808;2106;8;;700b12b9569b2cba;-0.00013927905820310116;-0.0006584426155313849
23_02_14 11:49:57.212;46132;I;1210;808;2106;8;;46f702ba933cee39;-0.0004995953058823943;0.00045440028770826757
23_02_14 11:49:57.339;46132;I;1210;808;2106;8;;46f7023a933ceeb9;0.0004995953058823943;-0.00045440028770826757
23_02_14 11:49:57.469;46132;I;1210;808;2106;8;;e83715b978452bba;-0.00014230574015527964;-0.0006533483974635601
23_02_14 11:49:57.595;46132;I;1210;808;2106;8;;46f7823a933c6eba;0.0009991906117647886;-0.0009088005754165351
23_02_14 11:49:57.734;46132;I;1210;808;2106;8;;001e4bb6abeeaa36;-3.0266819521784782e-06;5.094179414300015e-06
23_02_14 11:49:57.848;46132;I;1210;808;2106;8;;be7627baa31e56b9;-0.0006388238398358226;-0.00020420043438207358
23_02_14 11:49:57.976;46132;I;1210;808;2106;8;;a30f033af806eeb9;0.0004999583470635116;-0.0004540008958429098
23_02_14 11:49:58.102;46132;I;1210;808;2106;8;;11c1023a90b3eeb9;0.0004987875581718981;-0.00045528681948781013
23_02_14 11:49:58.230;46132;I;1210;808;2106;8;;b36bd63ac80f3aba;0.0016359001165255904;-0.0007097688503563404
23_02_14 11:49:58.358;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:49:58.485;46132;I;1210;808;2106;8;;58e8023a635deeb9;0.000499372836202383;-0.00045464475988410413
23_02_14 11:49:58.613;46132;I;1210;808;2106;8;;f888bc39c31891ba;0.0003596020396798849;-0.001107000163756311
23_02_14 11:49:58.740;46132;I;1210;808;2106;8;;4044023a8f5bebb9;0.0004969276487827301;-0.0004489090933930129
23_02_14 11:49:58.869;46132;I;1210;808;2106;8;;7818033a83f3edb9;0.000500089954584837;-0.0004538559296634048
23_02_14 11:49:58.995;46132;I;1210;808;2106;8;;700b12b9569b2cba;-0.00013927905820310116;-0.0006584426155313849
23_02_14 11:49:59.123;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:49:59.254;46132;I;1210;808;2106;8;;e83715b978452bba;-0.00014230574015527964;-0.0006533483974635601
23_02_14 11:49:59.385;46132;I;1210;808;2106;8;;b43895ba7b428339;-0.0011384696699678898;0.00025035798898898065
23_02_14 11:49:59.506;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:49:59.634;46132;I;1210;808;2106;8;;46f7023a933ceeb9;0.0004995953058823943;-0.00045440028770826757
23_02_14 11:49:59.771;46132;I;1210;808;2106;8;;1bc84c3a84c2603a;0.0007811800460331142;0.000857390696182847
23_02_14 11:49:59.890;46132;I;1210;808;2106;8;;56b4d63a87bf38ba;0.0016380648594349623;-0.0007047582766972482
23_02_14 11:50:00.018;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:50:00.144;46132;I;1210;808;2106;8;;282c02bad890eb39;-0.0004965686239302158;0.0004493060987442732
23_02_14 11:50:00.273;46132;I;1210;808;2106;8;;1bc84cba84c260ba;-0.0007811800460331142;-0.000857390696182847
23_02_14 11:50:00.401;46132;I;1210;808;2106;8;;227a273a30f45539;0.0006388743640854955;0.00020404229871928692
23_02_14 11:50:00.529;46132;I;1210;808;2106;8;;404528babb9c50b9;-0.000641901046037674;-0.00019894812430720776
23_02_14 11:50:00.657;46132;I;1210;808;2106;8;;313d28ba9e0451b9;-0.0006417809636332095;-0.00019933513249270618
23_02_14 11:50:00.788;46132;I;1210;808;2106;8;;de71273a945b5639;0.0006387511966750026;0.00020442745881155133
23_02_14 11:50:00.912;46132;I;1210;808;2106;8;;26ce14b9384b2bba;-0.00014191176160238683;-0.0006534340791404247
23_02_14 11:50:01.039;46132;I;1210;808;2106;8;;227aa7ba30f4d5b9;-0.001277748728170991;-0.00040808459743857384
23_02_14 11:50:01.177;46132;I;1210;808;2106;8;;b43895ba7b428339;-0.0011384696699678898;0.00025035798898898065
23_02_14 11:50:01.293;46132;I;1210;808;2106;8;;36b9823a8a8f6cba;0.0009973410051316023;-0.0009024074533954263
23_02_14 11:50:01.421;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:50:01.547;46132;I;1210;808;2106;8;;46f7023a933ceeb9;0.0004995953058823943;-0.00045440028770826757
23_02_14 11:50:01.673;46132;I;1210;808;2106;8;;227a273a30f45539;0.0006388743640854955;0.00020404229871928692
23_02_14 11:50:01.801;46132;I;1210;808;2106;8;;36c667397a2ae8ba;0.00022103716037236154;-0.001771285431459546
23_02_14 11:50:01.928;46132;I;1210;808;2106;8;;e872c43a6eadb2ba;0.0014987858012318611;-0.0013632008340209723
23_02_14 11:50:02.055;46132;I;1210;808;2106;8;;af6b613af36bcdba;0.0008599114953540266;-0.0015672430163249373
23_02_14 11:50:02.182;46132;I;1210;808;2106;8;;e872c43a6eadb2ba;0.0014987858012318611;-0.0013632008340209723
23_02_14 11:50:02.320;46132;I;1210;808;2106;8;;c684833abb3a6fba;0.0010034076403826475;-0.000912587798666209
23_02_14 11:50:02.437;46132;I;1210;808;2106;8;;7b31b23a8c7d04bb;0.0013595068594440818;-0.0020216433331370354
23_02_14 11:50:02.564;46132;I;1210;808;2106;8;;af6b613af36bcdba;0.0008599114953540266;-0.0015672430163249373
23_02_14 11:50:02.691;46132;I;1210;808;2106;8;;e2c0e93aabfe6cb8;0.0017833972815424204;-5.6503962696297094e-05
23_02_14 11:50:02.823;46132;I;1210;808;2106;8;;700b12b9569b2cba;-0.00013927905820310116;-0.0006584426155313849
23_02_14 11:50:02.947;46132;I;1210;808;2106;8;;147d4cbacb0661ba;-0.0007800620514899492;-0.0008584081078879535
23_02_14 11:50:03.072;46132;I;1210;808;2106;8;;282c02bad890eb39;-0.0004965686239302158;0.0004493060987442732
23_02_14 11:50:03.200;46132;I;1210;808;2106;8;;1bc84cba84c260ba;-0.0007811800460331142;-0.000857390696182847
23_02_14 11:50:03.332;46132;I;1210;808;2106;8;;700b12b9569b2cba;-0.00013927905820310116;-0.0006584426155313849
23_02_14 11:50:03.458;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:50:03.580;46132;I;1210;808;2106;8;;0e2511b97ba72cba;-0.00013842081534676254;-0.0006586235831491649
23_02_14 11:50:03.717;46132;I;1210;808;2106;8;;7b8712b9c3942cba;-0.00013974115427117795;-0.0006583446520380676
23_02_14 11:50:03.835;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:50:03.962;46132;I;1210;808;2106;8;;161672bafe03c6ba;-0.0009234858443960547;-0.0015107390936464071
23_02_14 11:50:04.101;46132;I;1210;808;2106;8;;58c670ba23d7c6ba;-0.0009184828959405422;-0.0015170316910371184
23_02_14 11:50:04.218;46132;I;1210;808;2106;8;;9f43953a507b82b9;0.001138795050792396;-0.00024887407198548317
23_02_14 11:50:04.345;46132;I;1210;808;2106;8;;4d5314b9e2512bba;-0.00014145411842036992;-0.0006535333814099431
23_02_14 11:50:04.472;46132;I;1210;808;2106;8;;4d531439e2512b3a;0.00014145411842036992;0.0006535333814099431
23_02_14 11:50:04.600;46132;I;1210;808;2106;8;;46f7023a933ceeb9;0.0004995953058823943;-0.00045440028770826757
23_02_14 11:50:04.728;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:50:04.856;46132;I;1210;808;2106;8;;137f12b936952cba;-0.0001397098385496065;-0.0006583513459190726
23_02_14 11:50:04.985;46132;I;1210;808;2106;8;;137f12b936952cba;-0.0001397098385496065;-0.0006583513459190726
23_02_14 11:50:05.116;46132;I;1210;808;2106;8;;4ff1ba39b73991ba;0.0003565647348295897;-0.001107982243411243
23_02_14 11:50:05.243;46132;I;1210;808;2106;8;;96d7ba39c93b91ba;0.00035637308610603213;-0.0011080439435318112
23_02_14 11:50:05.372;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:50:05.504;46132;I;1210;808;2106;8;;87e8a73af7d7d239;0.001281038741581142;0.00040215227636508644
23_02_14 11:50:05.634;46132;I;1210;808;2106;8;;50e3023a6f68eeb9;0.0004992978647351265;-0.0004547270655166358
23_02_14 11:50:05.759;46132;I;1210;808;2106;8;;da224cba33f661ba;-0.00077871757093817;-0.0008619755390100181
23_02_14 11:50:05.897;46132;I;1210;808;2106;8;;46f7023a933ceeb9;0.0004995953058823943;-0.00045440028770826757
23_02_14 11:50:06.015;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:50:06.143;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:50:06.272;46132;I;1210;808;2106;8;;46f7023a933ceeb9;0.0004995953058823943;-0.00045440028770826757
23_02_14 11:50:06.401;46132;I;1210;808;2106;8;;227a273a30f45539;0.0006388743640854955;0.00020404229871928692
23_02_14 11:50:06.535;46132;I;1210;808;2106;8;;46f7023a933ceeb9;0.0004995953058823943;-0.00045440028770826757
23_02_14 11:50:06.658;46132;I;1210;808;2106;8;;0000008000000080;-0.0;-0.0
23_02_14 11:50:06.787;46132;I;1210;808;2106;8;;1bc84cba84c260ba;-0.0007811800460331142;-0.000857390696182847
