Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;direction.x;direction.y;direction.z;invalidFlag;mcuTemperature
23_03_14 14:32:53.108;0;I;C08;808;22A6;26;;b956ac1d9835e23f79597b93c21dc63f6f49a200f7b9e93f011c;0.5690422610811857;0.17278320504437852;0.8039507877713684;True;28
23_03_14 14:32:53.137;0;I;C08;808;22A6;26;;b956ac1d9835e23f79597b93c21dc63f6f49a200f7b9e93f011b;0.5690422610811857;0.17278320504437852;0.8039507877713684;True;27
23_03_14 14:32:53.226;0;I;C08;808;22A6;26;;b956ac1d9835e23f79597b93c21dc63f6f49a200f7b9e93f011b;0.5690422610811857;0.17278320504437852;0.8039507877713684;True;27
23_03_14 14:32:53.326;0;I;C08;808;22A6;26;;b956ac1d9835e23f79597b93c21dc63f6f49a200f7b9e93f011b;0.5690422610811857;0.17278320504437852;0.8039507877713684;True;27
23_03_14 14:32:53.425;0;I;C08;808;22A6;26;;b956ac1d9835e23f79597b93c21dc63f6f49a200f7b9e93f011b;0.5690422610811857;0.17278320504437852;0.8039507877713684;True;27
23_03_14 14:32:53.526;0;I;C08;808;22A6;26;;b956ac1d9835e23f79597b93c21dc63f6f49a200f7b9e93f011d;0.5690422610811857;0.17278320504437852;0.8039507877713684;True;29
23_03_14 14:32:53.626;0;I;C08;808;22A6;26;;b956ac1d9835e23f79597b93c21dc63f6f49a200f7b9e93f011d;0.5690422610811857;0.17278320504437852;0.8039507877713684;True;29
23_03_14 14:32:53.726;0;I;C08;808;22A6;26;;b956ac1d9835e23f79597b93c21dc63f6f49a200f7b9e93f011c;0.5690422610811857;0.17278320504437852;0.8039507877713684;True;28
23_03_14 14:32:53.826;0;I;C08;808;22A6;26;;b956ac1d9835e23f79597b93c21dc63f6f49a200f7b9e93f011c;0.5690422610811857;0.17278320504437852;0.8039507877713684;True;28
23_03_14 14:32:53.926;0;I;C08;808;22A6;26;;b956ac1d9835e23f79597b93c21dc63f6f49a200f7b9e93f011b;0.5690422610811857;0.17278320504437852;0.8039507877713684;True;27
23_03_14 14:32:54.027;0;I;C08;808;22A6;26;;b956ac1d9835e23f79597b93c21dc63f6f49a200f7b9e93f011c;0.5690422610811857;0.17278320504437852;0.8039507877713684;True;28
