Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;msg_id
23_03_21 11:39:08.092;0;I;1210;1;1920;2;;b021;8624
23_03_21 11:40:03.965;67941;I;1210;1;1920;2;;b021;8624
23_03_21 11:40:37.991;69454;I;1210;1;1920;2;;b021;8624
23_03_21 11:40:59.897;70378;I;1210;1;1920;2;;b021;8624
23_03_21 11:41:30.185;70973;I;1210;1;1920;2;;b021;8624
23_03_21 11:42:00.262;71794;I;1210;1;1920;2;;b521;8629
