Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;rate
23_03_21 11:39:08.079;0;O;1;1210;21B0;4;ERR;00004843;200.0
23_03_21 11:40:03.957;67940;O;1;1210;21B0;4;ERR;0000c843;400.0
23_03_21 11:40:37.982;69453;O;1;1210;21B0;4;ERR;00001644;600.0
23_03_21 11:40:59.886;70377;O;1;1210;21B0;4;ERR;00004844;800.0
23_03_21 11:41:30.173;70972;O;1;1210;21B0;4;ERR;00007a44;1000.0
