Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;torque
23_03_21 11:53:08.790;0;I;1210;808;2101;4;;422a6a35;8.723328619453241e-07
23_03_21 11:53:08.920;0;I;1210;808;2101;4;;f9d79035;1.0791692375278217e-06
23_03_21 11:53:09.049;0;I;1210;808;2101;4;;456fc334;3.640253964931617e-07
23_03_21 11:53:09.180;0;I;1210;808;2101;4;;ad424936;2.9990144412295194e-06
23_03_21 11:53:09.311;0;I;1210;808;2101;4;;521b8636;3.996691702923272e-06
23_03_21 11:53:09.440;0;I;1210;808;2101;4;;f5438f36;4.2696433411038015e-06
23_03_21 11:53:09.570;0;I;1210;808;2101;4;;f7972435;6.131589884716959e-07
23_03_21 11:53:09.700;0;I;1210;808;2101;4;;f78c4635;7.39658787551889e-07
23_03_21 11:53:09.829;0;I;1210;808;2101;4;;f7715935;8.100464015114994e-07
23_03_21 11:53:09.961;0;I;1210;808;2101;4;;3fa715b5;-5.575020054493507e-07
23_03_21 11:53:10.088;0;I;1210;808;2101;4;;b20b9036;4.292895937396679e-06
23_03_21 11:53:10.217;0;I;1210;808;2101;4;;42c06fb6;-3.572568402887555e-06
23_03_21 11:53:10.348;0;I;1210;808;2101;4;;5c7e0333;3.061573750073876e-08
23_03_21 11:53:10.478;0;I;1210;808;2101;4;;bc0f5b36;3.264270162617322e-06
23_03_21 11:53:10.607;0;I;1210;808;2101;4;;87585736;3.208902626283816e-06
23_03_21 11:53:10.737;0;I;1210;808;2101;4;;44959b35;1.1591841939662118e-06
23_03_21 11:53:10.866;0;I;1210;808;2101;4;;0d9076b6;-3.6740705127158435e-06
23_03_21 11:53:10.997;0;I;1210;808;2101;4;;405e62b6;-3.3731485018506646e-06
23_03_21 11:53:11.126;0;I;1210;808;2101;4;;fc50f834;4.625252358891885e-07
23_03_21 11:53:11.255;0;I;1210;808;2101;4;;de9919b6;-2.2888339117344003e-06
23_03_21 11:53:11.385;0;I;1210;808;2101;4;;6c468a35;1.0302296686859336e-06
23_03_21 11:53:11.515;0;I;1210;808;2101;4;;a8d415b6;-2.2326512407744303e-06
23_03_21 11:53:11.645;0;I;1210;808;2101;4;;edce7c35;9.417843216397159e-07
23_03_21 11:53:11.776;0;I;1210;808;2101;4;;ddcb8735;1.0117615829585702e-06
23_03_21 11:53:11.907;0;I;1210;808;2101;4;;709a8535;9.95421942207031e-07
23_03_21 11:53:12.037;0;I;1210;808;2101;4;;36685e36;3.3141236599476542e-06
23_03_21 11:53:12.165;0;I;1210;808;2101;4;;fe4bd1b5;-1.5593830084981164e-06
23_03_21 11:53:12.295;0;I;1210;808;2101;4;;7a2d0935;5.110265419716598e-07
23_03_21 11:53:12.426;0;I;1210;808;2101;4;;0b132035;5.963235594208527e-07
23_03_21 11:53:12.556;0;I;1210;808;2101;4;;9ebb45b6;-2.9464495128195267e-06
23_03_21 11:53:12.686;0;I;1210;808;2101;4;;e8769d35;1.173201781057287e-06
23_03_21 11:53:12.816;0;I;1210;808;2101;4;;2ed0a035;1.1981517218373483e-06
23_03_21 11:53:12.946;0;I;1210;808;2101;4;;13a59f35;1.1894466069861664e-06
23_03_21 11:53:13.081;0;I;1210;808;2101;4;;5a7ae534;4.274359639566683e-07
23_03_21 11:53:13.209;0;I;1210;808;2101;4;;b473f2b5;-1.8064079085888807e-06
23_03_21 11:53:13.339;0;I;1210;808;2101;4;;df0f4735;7.415637242047524e-07
23_03_21 11:53:13.469;0;I;1210;808;2101;4;;c9888b36;4.15844669987564e-06
23_03_21 11:53:13.601;0;I;1210;808;2101;4;;8a363035;6.564447403434315e-07
23_03_21 11:53:13.731;0;I;1210;808;2101;4;;ec7d5b35;8.176709798135562e-07
23_03_21 11:53:13.862;0;I;1210;808;2101;4;;3189f833;1.1573354896654564e-07
23_03_21 11:53:13.992;0;I;1210;808;2101;4;;77a57f35;9.52356856487313e-07
23_03_21 11:53:14.123;0;I;1210;808;2101;4;;2d784636;2.957425067506847e-06
23_03_21 11:53:14.255;0;I;1210;808;2101;4;;06e215b6;-2.233429313491797e-06
23_03_21 11:53:14.386;0;I;1210;808;2101;4;;cdf52536;2.4729990855121287e-06
23_03_21 11:53:14.517;0;I;1210;808;2101;4;;119200b5;-4.789627041645872e-07
23_03_21 11:53:14.647;0;I;1210;808;2101;4;;f7b3ffb4;-4.762839296290622e-07
23_03_21 11:53:14.779;0;I;1210;808;2101;4;;080e3236;2.653223418747075e-06
23_03_21 11:53:14.909;0;I;1210;808;2101;4;;18e9e9b5;-1.7427692000637762e-06
23_03_21 11:53:15.043;0;I;1210;808;2101;4;;e90dbdb4;-3.5214114291193255e-07
23_03_21 11:53:15.173;0;I;1210;808;2101;4;;17f20636;2.0108470835111802e-06
23_03_21 11:53:15.302;0;I;1210;808;2101;4;;e5a9a335;1.2193892189316102e-06
23_03_21 11:53:15.433;0;I;1210;808;2101;4;;598a6e35;8.886323143997288e-07
23_03_21 11:53:15.565;0;I;1210;808;2101;4;;1ff162b6;-3.3816975246736547e-06
23_03_21 11:53:15.697;0;I;1210;808;2101;4;;a129d234;3.914583714959008e-07
23_03_21 11:53:15.827;0;I;1210;808;2101;4;;ac7babb3;-7.985303795976506e-08
23_03_21 11:53:15.958;0;I;1210;808;2101;4;;9a8900b6;-1.9153580979036633e-06
23_03_21 11:53:16.089;0;I;1210;808;2101;4;;612de233;1.0532199468116232e-07
23_03_21 11:53:16.221;0;I;1210;808;2101;4;;9d963034;1.6446070105757826e-07
23_03_21 11:53:16.354;0;I;1210;808;2101;4;;08045fb6;-3.3231935958610848e-06
23_03_21 11:53:16.484;0;I;1210;808;2101;4;;acd49336;4.405699655762874e-06
23_03_21 11:53:16.618;0;I;1210;808;2101;4;;c06b9c35;1.1654265108518302e-06
23_03_21 11:53:16.732;0;I;1210;808;2101;4;;ff162c3a;0.0006564705981872976
23_03_21 11:53:16.849;0;I;1210;808;2101;4;;d900ae3a;0.0013275399105623364
23_03_21 11:53:16.964;0;I;1210;808;2101;4;;6c78013b;0.0019755614921450615
23_03_21 11:53:17.080;0;I;1210;808;2101;4;;4182293b;0.0025864990893751383
23_03_21 11:53:17.196;0;I;1210;808;2101;4;;9dfb3a3b;0.0028531320858746767
23_03_21 11:53:17.314;0;I;1210;808;2101;4;;3e34473b;0.003039612900465727
23_03_21 11:53:17.428;0;I;1210;808;2101;4;;e0b7433b;0.002986423671245575
23_03_21 11:53:17.544;0;I;1210;808;2101;4;;dc5e3f3b;0.0029200827702879906
23_03_21 11:53:17.662;0;I;1210;808;2101;4;;df8c323b;0.0027244610246270895
23_03_21 11:53:17.779;0;I;1210;808;2101;4;;787c2d3b;0.002647189423441887
23_03_21 11:53:17.893;0;I;1210;808;2101;4;;ef34293b;0.0025818904396146536
23_03_21 11:53:18.010;0;I;1210;808;2101;4;;a800183b;0.002319375053048134
23_03_21 11:53:18.126;0;I;1210;808;2101;4;;fa240d3b;0.0021536932326853275
23_03_21 11:53:18.245;0;I;1210;808;2101;4;;1246f63a;0.0018789193127304316
23_03_21 11:53:18.359;0;I;1210;808;2101;4;;a16ada3a;0.0016663857968524098
23_03_21 11:53:18.477;0;I;1210;808;2101;4;;d589bc3a;0.0014384338865056634
23_03_21 11:53:18.592;0;I;1210;808;2101;4;;ceeb9c3a;0.0011972130741924047
23_03_21 11:53:18.708;0;I;1210;808;2101;4;;98dc683a;0.0008882968686521053
23_03_21 11:53:18.826;0;I;1210;808;2101;4;;43e7493a;0.000770200218539685
23_03_21 11:53:18.940;0;I;1210;808;2101;4;;dc96163a;0.0005744525697082281
23_03_21 11:53:19.056;0;I;1210;808;2101;4;;3f3a003a;0.0004891491844318807
23_03_21 11:53:19.173;0;I;1210;808;2101;4;;44429d39;0.00029994745273143053
23_03_21 11:53:19.291;0;I;1210;808;2101;4;;a7b55638;5.119075285620056e-05
23_03_21 11:53:19.406;0;I;1210;808;2101;4;;070cebb8;-0.00011207913485122845
23_03_21 11:53:19.522;0;I;1210;808;2101;4;;47517cb9;-0.00024062870943453163
23_03_21 11:53:19.639;0;I;1210;808;2101;4;;658ab2b9;-0.0003405391762498766
