Date and Time ISO;Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;reason
2023-05-02 12:34:05.173;23_05_02 12:34:05.173;24228;I;CF0;808;19A0;1;;00;0
