Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data
23_02_14 11:32:21.201;0;O;1;1220;21B5;0;ERR;
23_02_14 11:36:09.019;20008;O;1;1220;21B5;0;ERR;
23_02_14 11:37:15.135;22180;O;1;1220;21B5;0;ERR;
23_02_14 11:37:19.259;22330;O;1;1220;21B5;0;ERR;
23_02_14 11:38:39.684;24777;O;1;1220;21B5;0;ERR;
23_02_14 11:40:08.533;27796;O;1;1220;21B5;0;ERR;
23_02_14 11:41:54.165;31218;O;1;1220;21B5;0;ERR;
23_02_14 11:55:36.098;62528;O;1;1220;21B5;0;ERR;
