Date and Time ISO;Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;reason
2023-05-02 12:33:54.010;23_05_02 12:33:54.010;0;I;1609;808;19A0;1;;00;0
