Date and Time;Stamp;Direction;Source;Destination;Message Id;Length;Status for Tx;Data;regular1_data.mag.x;regular1_data.mag.y;regular1_data.mag.z;temperature1;temperature2
23_03_21 11:24:31.480;45419;I;1008;808;2903;20;;0be03447b4929ac7d69ea9c6cc1f03420000eb41;46304.04296875;-79141.40625;-21711.41796875;32.78105163574219;29.375
23_03_21 11:24:31.590;45422;I;1008;808;2903;20;;9ede344741929ac78097a9c6cc1f03420000eb41;46302.6171875;-79140.5078125;-21707.75;32.78105163574219;29.375
23_03_21 11:24:31.690;45425;I;1008;808;2903;20;;8bde3447ba919ac79094a9c6cc1f03420000eb41;46302.54296875;-79139.453125;-21706.28125;32.78105163574219;29.375
23_03_21 11:24:31.790;45427;I;1008;808;2903;20;;6bde34476e919ac7428fa9c6cc1f03420000eb41;46302.41796875;-79138.859375;-21703.62890625;32.78105163574219;29.375
23_03_21 11:24:31.895;45430;I;1008;808;2903;20;;6cde3447a5919ac75393a9c6cc1f03420000eb41;46302.421875;-79139.2890625;-21705.662109375;32.78105163574219;29.375
23_03_21 11:24:31.996;45432;I;1008;808;2903;20;;f2de344782929ac7ca95a9c6cc1f03420000eb41;46302.9453125;-79141.015625;-21706.89453125;32.78105163574219;29.375
23_03_21 11:24:32.095;45435;I;1008;808;2903;20;;3edf344731939ac7cb99a9c6cc1f03420000eb41;46303.2421875;-79142.3828125;-21708.896484375;32.78105163574219;29.375
23_03_21 11:24:32.195;45438;I;1008;808;2903;20;;cfdf3447a9939ac7c9a1a9c6cc1f03420000eb41;46303.80859375;-79143.3203125;-21712.892578125;32.78105163574219;29.375
23_03_21 11:24:32.299;45440;I;1008;808;2903;20;;e9df3447b1939ac7b4aaa9c60d6d04420000eb41;46303.91015625;-79143.3828125;-21717.3515625;33.10649490356445;29.375
23_03_21 11:24:32.405;45443;I;1008;808;2903;20;;d5df3447de939ac7feaca9c60d6d04420000eb41;46303.83203125;-79143.734375;-21718.49609375;33.10649490356445;29.375
23_03_21 11:24:32.505;45445;I;1008;808;2903;20;;05df3447f4939ac70eb3a9c60d6d04420000eb41;46303.01953125;-79143.90625;-21721.52734375;33.10649490356445;29.375
23_03_21 11:24:32.610;45448;I;1008;808;2903;20;;4fde3447a0939ac7aeb2a9c60d6d04420000eb41;46302.30859375;-79143.25;-21721.33984375;33.10649490356445;29.375
23_03_21 11:24:32.720;45451;I;1008;808;2903;20;;02de344733939ac772b2a9c60d6d04420000eb41;46302.0078125;-79142.3984375;-21721.22265625;33.10649490356445;29.375
23_03_21 11:24:32.820;45453;I;1008;808;2903;20;;dbde3447b9929ac7f8ada9c60d6d04420000eb41;46302.85546875;-79141.4453125;-21718.984375;33.10649490356445;29.375
23_03_21 11:24:32.920;45456;I;1008;808;2903;20;;42df34474a929ac792a5a9c60d6d04420000eb41;46303.2578125;-79140.578125;-21714.78515625;33.10649490356445;29.375
23_03_21 11:24:33.025;45458;I;1008;808;2903;20;;fade344717919ac72499a9c60d6d04420000eb41;46302.9765625;-79138.1796875;-21708.5703125;33.10649490356445;29.375
23_03_21 11:24:33.125;45461;I;1008;808;2903;20;;b1de34476e909ac75492a9c60d6d04420000eb41;46302.69140625;-79136.859375;-21705.1640625;33.10649490356445;29.375
23_03_21 11:24:33.225;45464;I;1008;808;2903;20;;7edd3447a78f9ac7098ba9c68bd201420000eb41;46301.4921875;-79135.3046875;-21701.517578125;32.45560836791992;29.375
23_03_21 11:24:33.325;45466;I;1008;808;2903;20;;bfdc3447c28f9ac7ed87a9c68bd201420000eb41;46300.74609375;-79135.515625;-21699.962890625;32.45560836791992;29.375
23_03_21 11:24:33.425;45469;I;1008;808;2903;20;;88dc34473d909ac7f188a9c68bd201420000eb41;46300.53125;-79136.4765625;-21700.470703125;32.45560836791992;29.375
23_03_21 11:24:33.525;45471;I;1008;808;2903;20;;56dd3447fc8f9ac75886a9c68bd201420000eb41;46301.3359375;-79135.96875;-21699.171875;32.45560836791992;29.375
23_03_21 11:24:33.630;45474;I;1008;808;2903;20;;5add344718909ac7ae81a9c68bd201420000eb41;46301.3515625;-79136.1875;-21696.83984375;32.45560836791992;29.375
23_03_21 11:24:33.730;45476;I;1008;808;2903;20;;ccdd344765909ac75c81a9c68bd201420000eb41;46301.796875;-79136.7890625;-21696.6796875;32.45560836791992;29.375
23_03_21 11:24:33.830;45479;I;1008;808;2903;20;;92de344782909ac75e82a9c68bd201420000eb41;46302.5703125;-79137.015625;-21697.18359375;32.45560836791992;29.375
23_03_21 11:24:33.934;45481;I;1008;808;2903;20;;b1de34473f909ac7547fa9c68bd201420000eb41;46302.69140625;-79136.4921875;-21695.6640625;32.45560836791992;29.375
23_03_21 11:24:34.039;45484;I;1008;808;2903;20;;2adf344781909ac7b488a9c68bd201420000eb41;46303.1640625;-79137.0078125;-21700.3515625;32.45560836791992;29.375
23_03_21 11:24:34.156;45487;I;1008;808;2903;20;;eade3447b4909ac7f689a9c68bd201420000eb41;46302.9140625;-79137.40625;-21700.98046875;32.45560836791992;29.375
23_03_21 11:24:34.240;45489;I;1008;808;2903;20;;bade3447d0909ac7c987a9c68bd201420000eb41;46302.7265625;-79137.625;-21699.892578125;32.45560836791992;29.375
23_03_21 11:24:34.340;45492;I;1008;808;2903;20;;14df344704919ac7df8ba9c68bd201420000eb41;46303.078125;-79138.03125;-21701.935546875;32.45560836791992;29.375
23_03_21 11:24:34.440;45494;I;1008;808;2903;20;;04df34474c919ac72d94a9c68bd201420000eb41;46303.015625;-79138.59375;-21706.087890625;32.45560836791992;29.375
23_03_21 11:24:34.544;45497;I;1008;808;2903;20;;43df34477d919ac7c798a9c68bd201420000eb41;46303.26171875;-79138.9765625;-21708.388671875;32.45560836791992;29.375
23_03_21 11:24:34.644;45499;I;1008;808;2903;20;;f0de3447a6919ac7929ca9c68bd201420000eb41;46302.9375;-79139.296875;-21710.28515625;32.45560836791992;29.375
23_03_21 11:24:34.745;45502;I;1008;808;2903;20;;e9de344737919ac7089aa9c68bd201420000eb41;46302.91015625;-79138.4296875;-21709.015625;32.45560836791992;29.375
23_03_21 11:24:34.850;45505;I;1008;808;2903;20;;79de34474d919ac7cf9aa9c68bd201420000eb41;46302.47265625;-79138.6015625;-21709.404296875;32.45560836791992;29.375
23_03_21 11:24:34.955;45507;I;1008;808;2903;20;;c1dd3447a3919ac788a2a9c68bd201420000eb41;46301.75390625;-79139.2734375;-21713.265625;32.45560836791992;29.375
23_03_21 11:24:35.056;45510;I;1008;808;2903;20;;34de344777919ac7589fa9c68bd201420000eb41;46302.203125;-79138.9296875;-21711.671875;32.45560836791992;29.375
23_03_21 11:24:35.160;45512;I;1008;808;2903;20;;77de3447a9919ac786a3a9c68bd201420000eb41;46302.46484375;-79139.3203125;-21713.76171875;32.45560836791992;29.375
23_03_21 11:24:35.260;45515;I;1008;808;2903;20;;dcde3447b1919ac7b0a4a9c6d05408420000eb41;46302.859375;-79139.3828125;-21714.34375;34.08282470703125;29.375
23_03_21 11:24:35.360;45518;I;1008;808;2903;20;;98de34479d919ac7c0aaa9c6d05408420000eb41;46302.59375;-79139.2265625;-21717.375;34.08282470703125;29.375
23_03_21 11:24:35.460;45520;I;1008;808;2903;20;;31df344705929ac713b3a9c6d05408420000eb41;46303.19140625;-79140.0390625;-21721.537109375;34.08282470703125;29.375
23_03_21 11:24:35.560;45523;I;1008;808;2903;20;;85df344735929ac78bb8a9c6d05408420000eb41;46303.51953125;-79140.4140625;-21724.271484375;34.08282470703125;29.375
23_03_21 11:24:35.660;45525;I;1008;808;2903;20;;1fdf34472a929ac796bba9c6d05408420000eb41;46303.12109375;-79140.328125;-21725.79296875;34.08282470703125;29.375
23_03_21 11:24:35.765;45528;I;1008;808;2903;20;;d6de3447a4929ac7f7c4a9c6d05408420000eb41;46302.8359375;-79141.28125;-21730.482421875;34.08282470703125;29.375
23_03_21 11:24:35.865;45530;I;1008;808;2903;20;;cdde3447f6929ac7ccd1a9c6d05408420000eb41;46302.80078125;-79141.921875;-21736.8984375;34.08282470703125;29.375
23_03_21 11:24:35.970;45533;I;1008;808;2903;20;;b7de344785929ac7dad7a9c6d05408420000eb41;46302.71484375;-79141.0390625;-21739.92578125;34.08282470703125;29.375
23_03_21 11:24:36.070;45536;I;1008;808;2903;20;;4ade344755929ac740d5a9c6d05408420000eb41;46302.2890625;-79140.6640625;-21738.625;34.08282470703125;29.375
23_03_21 11:24:36.175;45538;I;1008;808;2903;20;;b9dd344756929ac7e3d7a9c6d05408420000eb41;46301.72265625;-79140.671875;-21739.943359375;34.08282470703125;29.375
23_03_21 11:24:36.275;45541;I;1008;808;2903;20;;02de344734929ac7fed7a9c68f0707420000eb41;46302.0078125;-79140.40625;-21739.99609375;33.757381439208984;29.375
23_03_21 11:24:36.377;45543;I;1008;808;2903;20;;81de344753929ac771d9a9c68f0707420000eb41;46302.50390625;-79140.6484375;-21740.720703125;33.757381439208984;29.375
23_03_21 11:24:36.475;45546;I;1008;808;2903;20;;14df344768929ac7e9dba9c68f0707420000eb41;46303.078125;-79140.8125;-21741.955078125;33.757381439208984;29.375
23_03_21 11:24:36.580;45548;I;1008;808;2903;20;;a1de34477c929ac7bed7a9c68f0707420000eb41;46302.62890625;-79140.96875;-21739.87109375;33.757381439208984;29.375
23_03_21 11:24:36.679;45551;I;1008;808;2903;20;;fedd34472d929ac79ed5a9c68f0707420000eb41;46301.9921875;-79140.3515625;-21738.80859375;33.757381439208984;29.375
23_03_21 11:24:36.780;45554;I;1008;808;2903;20;;3add34477e919ac73ed5a9c68f0707420000eb41;46301.2265625;-79138.984375;-21738.62109375;33.757381439208984;29.375
23_03_21 11:24:36.885;45556;I;1008;808;2903;20;;1edc34472b919ac7cbdaa9c68f0707420000eb41;46300.1171875;-79138.3359375;-21741.396484375;33.757381439208984;29.375
23_03_21 11:24:36.990;45559;I;1008;808;2903;20;;57db3447ed909ac789d5a9c68f0707420000eb41;46299.33984375;-79137.8515625;-21738.767578125;33.757381439208984;29.375
23_03_21 11:24:37.090;45561;I;1008;808;2903;20;;90da3447f0909ac7bad3a9c68f0707420000eb41;46298.5625;-79137.875;-21737.86328125;33.757381439208984;29.375
23_03_21 11:24:37.195;45564;I;1008;808;2903;20;;ffd93447d9909ac7bad1a9c68f0707420000eb41;46297.99609375;-79137.6953125;-21736.86328125;33.757381439208984;29.375
23_03_21 11:24:37.295;45567;I;1008;808;2903;20;;d7d93447cd909ac7ffd1a9c6cc1f03420000eb41;46297.83984375;-79137.6015625;-21736.998046875;32.78105163574219;29.375
23_03_21 11:24:37.394;45569;I;1008;808;2903;20;;02da3447ff909ac7f3d4a9c6cc1f03420000eb41;46298.0078125;-79137.9921875;-21738.474609375;32.78105163574219;29.375
23_03_21 11:24:37.500;45572;I;1008;808;2903;20;;0eda34472c919ac7c0dba9c6cc1f03420000eb41;46298.0546875;-79138.34375;-21741.875;32.78105163574219;29.375
23_03_21 11:24:37.605;45574;I;1008;808;2903;20;;6cda344769919ac71be0a9c6cc1f03420000eb41;46298.421875;-79138.8203125;-21744.052734375;32.78105163574219;29.375
23_03_21 11:24:37.705;45577;I;1008;808;2903;20;;3eda344769919ac7dadfa9c6cc1f03420000eb41;46298.2421875;-79138.8203125;-21743.92578125;32.78105163574219;29.375
23_03_21 11:24:37.805;45579;I;1008;808;2903;20;;41da344758919ac7e8daa9c6cc1f03420000eb41;46298.25390625;-79138.6875;-21741.453125;32.78105163574219;29.375
23_03_21 11:24:37.915;45582;I;1008;808;2903;20;;2bda344703919ac7c8d7a9c6cc1f03420000eb41;46298.16796875;-79138.0234375;-21739.890625;32.78105163574219;29.375
23_03_21 11:24:38.015;45585;I;1008;808;2903;20;;30da344726919ac729d8a9c6cc1f03420000eb41;46298.1875;-79138.296875;-21740.080078125;32.78105163574219;29.375
23_03_21 11:24:38.120;45587;I;1008;808;2903;20;;abd934472d919ac730d4a9c6cc1f03420000eb41;46297.66796875;-79138.3515625;-21738.09375;32.78105163574219;29.375
23_03_21 11:24:38.225;45590;I;1008;808;2903;20;;f5da344702919ac7e4d6a9c68bd201420000eb41;46298.95703125;-79138.015625;-21739.4453125;32.45560836791992;29.375
23_03_21 11:24:38.325;45593;I;1008;808;2903;20;;a3db3447a4909ac749d8a9c68bd201420000eb41;46299.63671875;-79137.28125;-21740.142578125;32.45560836791992;29.375
23_03_21 11:24:38.425;45595;I;1008;808;2903;20;;d6da34474c909ac7f0daa9c68bd201420000eb41;46298.8359375;-79136.59375;-21741.46875;32.45560836791992;29.375
23_03_21 11:24:38.525;45598;I;1008;808;2903;20;;d1d9344775909ac7d4d6a9c68bd201420000eb41;46297.81640625;-79136.9140625;-21739.4140625;32.45560836791992;29.375
23_03_21 11:24:38.625;45600;I;1008;808;2903;20;;54d93447bb909ac795cfa9c68bd201420000eb41;46297.328125;-79137.4609375;-21735.791015625;32.45560836791992;29.375
23_03_21 11:24:38.730;45603;I;1008;808;2903;20;;7ad9344785909ac714d1a9c68bd201420000eb41;46297.4765625;-79137.0390625;-21736.5390625;32.45560836791992;29.375
23_03_21 11:24:38.830;45605;I;1008;808;2903;20;;fdd8344775909ac7cad7a9c68bd201420000eb41;46296.98828125;-79136.9140625;-21739.89453125;32.45560836791992;29.375
23_03_21 11:24:38.932;45608;I;1008;808;2903;20;;39d83447df909ac736daa9c68bd201420000eb41;46296.22265625;-79137.7421875;-21741.10546875;32.45560836791992;29.375
23_03_21 11:24:39.039;45610;I;1008;808;2903;20;;b3d734477a909ac7eed3a9c68bd201420000eb41;46295.69921875;-79136.953125;-21737.96484375;32.45560836791992;29.375
23_03_21 11:24:39.140;45613;I;1008;808;2903;20;;ded8344740909ac7f6c9a9c68bd201420000eb41;46296.8671875;-79136.5;-21732.98046875;32.45560836791992;29.375
23_03_21 11:24:39.241;45616;I;1008;808;2903;20;;d5d93447b98f9ac7b7bea9c68f0707420000eb41;46297.83203125;-79135.4453125;-21727.357421875;33.757381439208984;29.375
23_03_21 11:24:39.345;45618;I;1008;808;2903;20;;92da3447198f9ac7e8b5a9c68f0707420000eb41;46298.5703125;-79134.1953125;-21722.953125;33.757381439208984;29.375
23_03_21 11:24:39.445;45621;I;1008;808;2903;20;;34da3447728e9ac7e6aca9c68f0707420000eb41;46298.203125;-79132.890625;-21718.44921875;33.757381439208984;29.375
23_03_21 11:24:39.545;45623;I;1008;808;2903;20;;fdd93447568e9ac7aaa3a9c68f0707420000eb41;46297.98828125;-79132.671875;-21713.83203125;33.757381439208984;29.375
23_03_21 11:24:39.651;45626;I;1008;808;2903;20;;6fda3447978e9ac7be9aa9c68f0707420000eb41;46298.43359375;-79133.1796875;-21709.37109375;33.757381439208984;29.375
23_03_21 11:24:39.755;45629;I;1008;808;2903;20;;d0da34478c8e9ac7309da9c68f0707420000eb41;46298.8125;-79133.09375;-21710.59375;33.757381439208984;29.375
23_03_21 11:24:39.855;45631;I;1008;808;2903;20;;56db3447978e9ac7309da9c68f0707420000eb41;46299.3359375;-79133.1796875;-21710.59375;33.757381439208984;29.375
23_03_21 11:24:39.960;45634;I;1008;808;2903;20;;25db3447328e9ac7b495a9c68f0707420000eb41;46299.14453125;-79132.390625;-21706.8515625;33.757381439208984;29.375
23_03_21 11:24:40.059;45636;I;1008;808;2903;20;;01db3447218e9ac78a8ba9c68f0707420000eb41;46299.00390625;-79132.2578125;-21701.76953125;33.757381439208984;29.375
23_03_21 11:24:40.160;45639;I;1008;808;2903;20;;b2da3447b28d9ac7ae8ca9c68f0707420000eb41;46298.6953125;-79131.390625;-21702.33984375;33.757381439208984;29.375
23_03_21 11:24:40.265;45641;I;1008;808;2903;20;;1cdb3447a98d9ac77f91a9c6cc1f03420000eb41;46299.109375;-79131.3203125;-21704.748046875;32.78105163574219;29.375
23_03_21 11:24:40.369;45644;I;1008;808;2903;20;;d4da3447b98d9ac7fe96a9c6cc1f03420000eb41;46298.828125;-79131.4453125;-21707.49609375;32.78105163574219;29.375
23_03_21 11:24:40.475;45647;I;1008;808;2903;20;;b9da3447128e9ac7ae9da9c6cc1f03420000eb41;46298.72265625;-79132.140625;-21710.83984375;32.78105163574219;29.375
23_03_21 11:24:40.580;45649;I;1008;808;2903;20;;cada3447228e9ac792a3a9c6cc1f03420000eb41;46298.7890625;-79132.265625;-21713.78515625;32.78105163574219;29.375
23_03_21 11:24:40.679;45652;I;1008;808;2903;20;;52db34473e8e9ac74ba5a9c6cc1f03420000eb41;46299.3203125;-79132.484375;-21714.646484375;32.78105163574219;29.375
23_03_21 11:24:40.780;45654;I;1008;808;2903;20;;e6da34473c8e9ac7eea6a9c6cc1f03420000eb41;46298.8984375;-79132.46875;-21715.46484375;32.78105163574219;29.375
23_03_21 11:24:40.885;45657;I;1008;808;2903;20;;64da3447708e9ac712a4a9c6cc1f03420000eb41;46298.390625;-79132.875;-21714.03515625;32.78105163574219;29.375
23_03_21 11:24:40.985;45660;I;1008;808;2903;20;;88d93447348e9ac7029da9c6cc1f03420000eb41;46297.53125;-79132.40625;-21710.50390625;32.78105163574219;29.375
23_03_21 11:24:41.085;45662;I;1008;808;2903;20;;74d834476c8e9ac72b9fa9c6cc1f03420000eb41;46296.453125;-79132.84375;-21711.583984375;32.78105163574219;29.375
23_03_21 11:24:41.190;45665;I;1008;808;2903;20;;f9d73447898e9ac76aa2a9c6cc1f03420000eb41;46295.97265625;-79133.0703125;-21713.20703125;32.78105163574219;29.375
23_03_21 11:24:41.290;45667;I;1008;808;2903;20;;e3d734474d8e9ac76699a9c68bd201420000eb41;46295.88671875;-79132.6015625;-21708.69921875;32.45560836791992;29.375
23_03_21 11:24:41.389;45670;I;1008;808;2903;20;;86d73447ec8d9ac7918ba9c68bd201420000eb41;46295.5234375;-79131.84375;-21701.783203125;32.45560836791992;29.375
23_03_21 11:24:41.490;45672;I;1008;808;2903;20;;c8d63447998d9ac7fb86a9c68bd201420000eb41;46294.78125;-79131.1953125;-21699.490234375;32.45560836791992;29.375
23_03_21 11:24:41.589;45675;I;1008;808;2903;20;;75d634471e8d9ac7228fa9c68bd201420000eb41;46294.45703125;-79130.234375;-21703.56640625;32.45560836791992;29.375
23_03_21 11:24:41.690;45677;I;1008;808;2903;20;;15d734472d8d9ac74192a9c68bd201420000eb41;46295.08203125;-79130.3515625;-21705.126953125;32.45560836791992;29.375
23_03_21 11:24:41.795;45680;I;1008;808;2903;20;;f5d634475a8d9ac72893a9c68bd201420000eb41;46294.95703125;-79130.703125;-21705.578125;32.45560836791992;29.375
23_03_21 11:24:41.895;45683;I;1008;808;2903;20;;12d73447b68d9ac72691a9c68bd201420000eb41;46295.0703125;-79131.421875;-21704.57421875;32.45560836791992;29.375
23_03_21 11:24:42.000;45685;I;1008;808;2903;20;;55d63447398d9ac7b081a9c68bd201420000eb41;46294.33203125;-79130.4453125;-21696.84375;32.45560836791992;29.375
23_03_21 11:24:42.110;45688;I;1008;808;2903;20;;a0d63447008d9ac72580a9c68bd201420000eb41;46294.625;-79130.0;-21696.072265625;32.45560836791992;29.375
23_03_21 11:24:42.224;45690;I;1008;808;2903;20;;04d734478b8d9ac76f92a9c68bd201420000eb41;46295.015625;-79131.0859375;-21705.216796875;32.45560836791992;29.375
23_03_21 11:24:42.314;45693;I;1008;808;2903;20;;33d63447798d9ac72994a9c64eba05420000eb41;46294.19921875;-79130.9453125;-21706.080078125;33.43193817138672;29.375
23_03_21 11:24:42.415;45696;I;1008;808;2903;20;;04d634473f8d9ac7f48ea9c64eba05420000eb41;46294.015625;-79130.4921875;-21703.4765625;33.43193817138672;29.375
23_03_21 11:24:42.515;45698;I;1008;808;2903;20;;18d63447348d9ac7048aa9c64eba05420000eb41;46294.09375;-79130.40625;-21701.0078125;33.43193817138672;29.375
23_03_21 11:24:42.620;45701;I;1008;808;2903;20;;2ad63447098e9ac7ef98a9c64eba05420000eb41;46294.1640625;-79132.0703125;-21708.466796875;33.43193817138672;29.375
23_03_21 11:24:42.724;45703;I;1008;808;2903;20;;83d53447348e9ac7749ca9c64eba05420000eb41;46293.51171875;-79132.40625;-21710.2265625;33.43193817138672;29.375
23_03_21 11:24:42.830;45706;I;1008;808;2903;20;;99d534474b8d9ac71492a9c64eba05420000eb41;46293.59765625;-79130.5859375;-21705.0390625;33.43193817138672;29.375
23_03_21 11:24:42.935;45709;I;1008;808;2903;20;;9bd634470d8d9ac79487a9c64eba05420000eb41;46294.60546875;-79130.1015625;-21699.7890625;33.43193817138672;29.375
23_03_21 11:24:43.035;45711;I;1008;808;2903;20;;b5d73447048e9ac74d85a9c64eba05420000eb41;46295.70703125;-79132.03125;-21698.650390625;33.43193817138672;29.375
23_03_21 11:24:43.135;45714;I;1008;808;2903;20;;afd73447158f9ac7a38ca9c64eba05420000eb41;46295.68359375;-79134.1640625;-21702.318359375;33.43193817138672;29.375
23_03_21 11:24:43.235;45716;I;1008;808;2903;20;;ddd734476e8f9ac7fe9da9c68f0707420000eb41;46295.86328125;-79134.859375;-21710.99609375;33.757381439208984;29.375
23_03_21 11:24:43.340;45719;I;1008;808;2903;20;;78d73447ed8e9ac7b19aa9c68f0707420000eb41;46295.46875;-79133.8515625;-21709.345703125;33.757381439208984;29.375
23_03_21 11:24:43.450;45721;I;1008;808;2903;20;;b1d73447cd8e9ac73c8da9c68f0707420000eb41;46295.69140625;-79133.6015625;-21702.6171875;33.757381439208984;29.375
23_03_21 11:24:43.559;45724;I;1008;808;2903;20;;e6d83447f28e9ac78c83a9c68f0707420000eb41;46296.8984375;-79133.890625;-21697.7734375;33.757381439208984;29.375
23_03_21 11:24:43.665;45727;I;1008;808;2903;20;;a3d83447b88e9ac7f582a9c68f0707420000eb41;46296.63671875;-79133.4375;-21697.478515625;33.757381439208984;29.375
23_03_21 11:24:43.765;45729;I;1008;808;2903;20;;b9d73447cc8e9ac7cb84a9c68f0707420000eb41;46295.72265625;-79133.59375;-21698.396484375;33.757381439208984;29.375
23_03_21 11:24:43.865;45732;I;1008;808;2903;20;;2cd734479e8e9ac72f7da9c68f0707420000eb41;46295.171875;-79133.234375;-21694.591796875;33.757381439208984;29.375
23_03_21 11:24:43.964;45735;I;1008;808;2903;20;;7dd734478c8e9ac71178a9c68f0707420000eb41;46295.48828125;-79133.09375;-21692.033203125;33.757381439208984;29.375
23_03_21 11:24:44.065;45737;I;1008;808;2903;20;;5ed83447338e9ac78677a9c68f0707420000eb41;46296.3671875;-79132.3984375;-21691.76171875;33.757381439208984;29.375
23_03_21 11:24:44.165;45740;I;1008;808;2903;20;;10d83447738e9ac75381a9c68f0707420000eb41;46296.0625;-79132.8984375;-21696.662109375;33.757381439208984;29.375
23_03_21 11:24:44.264;45742;I;1008;808;2903;20;;c9d73447b58e9ac75c85a9c68bd201420000eb41;46295.78515625;-79133.4140625;-21698.6796875;32.45560836791992;29.375
23_03_21 11:24:44.365;45745;I;1008;808;2903;20;;5ad83447b98e9ac79685a9c68bd201420000eb41;46296.3515625;-79133.4453125;-21698.79296875;32.45560836791992;29.375
